AgeRange,Age,PassengerId,Name,Sex,Pclass,Survived
30-44,39.0,401,"Niskanen, Mr. Juha",male,3,1
18-29,26.0,402,"Adams, Mr. John",male,3,0
18-29,21.0,403,"Jussila, Miss. Mari Aina",female,3,0
18-29,28.0,404,"Hakkarainen, Mr. Pekka Pietari",male,3,0
18-29,20.0,405,"Oreskovic, Miss. Marija",female,3,0
30-44,34.0,406,"Gale, Mr. Shadrach",male,2,0
45-59,51.0,407,"Widegren, Mr. Carl/Charles Peter",male,3,0
0-17,3.0,408,"Richards, Master. William Rowe",male,2,1
18-29,21.0,409,"Birkeland, Mr. Hans Martin Monsen",male,3,0
30-44,33.2,410,"Lefebre, Miss. Ida",female,3,0
30-44,33.2,411,"Sdycoff, Mr. Todor",male,3,0
30-44,33.2,412,"Hart, Mr. Henry",male,3,0
30-44,33.0,413,"Minahan, Miss. Daisy E",female,1,1
30-44,33.2,414,"Cunningham, Mr. Alfred Fleming",male,2,0
30-44,44.0,415,"Sundman, Mr. Johan Julian",male,3,1
30-44,33.2,416,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,3,0
30-44,34.0,417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,2,1
18-29,18.0,418,"Silven, Miss. Lyyli Karoliina",female,2,1
30-44,30.0,419,"Matthews, Mr. William John",male,2,0
0-17,10.0,420,"Van Impe, Miss. Catharina",female,3,0
30-44,33.2,421,"Gheorgheff, Mr. Stanio",male,3,0
18-29,21.0,422,"Charters, Mr. David",male,3,0
18-29,29.0,423,"Zimmerman, Mr. Leo",male,3,0
18-29,28.0,424,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,3,0
18-29,18.0,425,"Rosblom, Mr. Viktor Richard",male,3,0
30-44,33.2,426,"Wiseman, Mr. Phillippe",male,3,0
18-29,28.0,427,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,2,1
18-29,19.0,428,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,2,1
30-44,33.2,429,"Flynn, Mr. James",male,3,0
30-44,32.0,430,"Pickard, Mr. Berk (Berk Trembisky)",male,3,1
18-29,28.0,431,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,1,1
30-44,33.2,432,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,3,1
30-44,42.0,433,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,2,1
0-17,17.0,434,"Kallio, Mr. Nikolai Erland",male,3,0
45-59,50.0,435,"Silvey, Mr. William Baird",male,1,0
0-17,14.0,436,"Carter, Miss. Lucile Polk",female,1,1
18-29,21.0,437,"Ford, Miss. Doolina Margaret ""Daisy""",female,3,0
18-29,24.0,438,"Richards, Mrs. Sidney (Emily Hocking)",female,2,1
60+,64.0,439,"Fortune, Mr. Mark",male,1,0
30-44,31.0,440,"Kvillner, Mr. Johan Henrik Johannesson",male,2,0
45-59,45.0,441,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,2,1
18-29,20.0,442,"Hampe, Mr. Leon",male,3,0
18-29,25.0,443,"Petterson, Mr. Johan Emil",male,3,0
18-29,28.0,444,"Reynaldo, Ms. Encarnacion",female,2,1
30-44,33.2,445,"Johannesen-Bratthammer, Mr. Bernt",male,3,1
0-17,4.0,446,"Dodge, Master. Washington",male,1,1
0-17,13.0,447,"Mellinger, Miss. Madeleine Violet",female,2,1
30-44,34.0,448,"Seward, Mr. Frederic Kimber",male,1,1
0-17,5.0,449,"Baclini, Miss. Marie Catherine",female,3,1
45-59,52.0,450,"Peuchen, Major. Arthur Godfrey",male,1,1
30-44,36.0,451,"West, Mr. Edwy Arthur",male,2,0
30-44,33.2,452,"Hagland, Mr. Ingvald Olai Olsen",male,3,0
30-44,30.0,453,"Foreman, Mr. Benjamin Laventall",male,1,0
45-59,49.0,454,"Goldenberg, Mr. Samuel L",male,1,1
30-44,33.2,455,"Peduzzi, Mr. Joseph",male,3,0
18-29,29.0,456,"Jalsevac, Mr. Ivan",male,3,1
60+,65.0,457,"Millet, Mr. Francis Davis",male,1,0
30-44,33.2,458,"Kenyon, Mrs. Frederick R (Marion)",female,1,1
45-59,50.0,459,"Toomey, Miss. Ellen",female,2,1
30-44,33.2,460,"O'Connor, Mr. Maurice",male,3,0
45-59,48.0,461,"Anderson, Mr. Harry",male,1,1
30-44,34.0,462,"Morley, Mr. William",male,3,0
45-59,47.0,463,"Gee, Mr. Arthur H",male,1,0
45-59,48.0,464,"Milling, Mr. Jacob Christian",male,2,0
30-44,33.2,465,"Maisner, Mr. Simon",male,3,0
30-44,38.0,466,"Goncalves, Mr. Manuel Estanslas",male,3,0
30-44,33.2,467,"Campbell, Mr. William",male,2,0
45-59,56.0,468,"Smart, Mr. John Montgomery",male,1,0
30-44,33.2,469,"Scanlan, Mr. James",male,3,0
0-17,0.75,470,"Baclini, Miss. Helene Barbara",female,3,1
30-44,33.2,471,"Keefe, Mr. Arthur",male,3,0
30-44,38.0,472,"Cacic, Mr. Luka",male,3,0
30-44,33.0,473,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,2,1
18-29,23.0,474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,2,1
18-29,22.0,475,"Strandberg, Miss. Ida Sofia",female,3,0
30-44,33.2,476,"Clifford, Mr. George Quincy",male,1,0
30-44,34.0,477,"Renouf, Mr. Peter Henry",male,2,0
18-29,29.0,478,"Braund, Mr. Lewis Richard",male,3,0
18-29,22.0,479,"Karlsson, Mr. Nils August",male,3,0
0-17,2.0,480,"Hirvonen, Miss. Hildur E",female,3,1
0-17,9.0,481,"Goodwin, Master. Harold Victor",male,3,0
30-44,33.2,482,"Frost, Mr. Anthony Wood ""Archie""",male,2,0
45-59,50.0,483,"Rouse, Mr. Richard Henry",male,3,0
60+,63.0,484,"Turkula, Mrs. (Hedwig)",female,3,1
18-29,25.0,485,"Bishop, Mr. Dickinson H",male,1,1
30-44,33.2,486,"Lefebre, Miss. Jeannie",female,3,0
30-44,35.0,487,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,1,1
45-59,58.0,488,"Kent, Mr. Edward Austin",male,1,0
30-44,30.0,489,"Somerton, Mr. Francis William",male,3,0
0-17,9.0,490,"Coutts, Master. Eden Leslie ""Neville""",male,3,1
30-44,33.2,491,"Hagland, Mr. Konrad Mathias Reiersen",male,3,0
18-29,21.0,492,"Windelov, Mr. Einar",male,3,0
45-59,55.0,493,"Molson, Mr. Harry Markland",male,1,0
60+,71.0,494,"Artagaveytia, Mr. Ramon",male,1,0
18-29,21.0,495,"Stanley, Mr. Edward Roland",male,3,0
30-44,33.2,496,"Yousseff, Mr. Gerious",male,3,0
45-59,54.0,497,"Eustis, Miss. Elizabeth Mussey",female,1,1
30-44,33.2,498,"Shellard, Mr. Frederick William",male,3,0
18-29,25.0,499,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,1,0
18-29,24.0,500,"Svensson, Mr. Olof",male,3,0
0-17,17.0,501,"Calic, Mr. Petar",male,3,0
18-29,21.0,502,"Canavan, Miss. Mary",female,3,0
30-44,33.2,503,"O'Sullivan, Miss. Bridget Mary",female,3,0
30-44,37.0,504,"Laitinen, Miss. Kristina Sofia",female,3,0
0-17,16.0,505,"Maioni, Miss. Roberta",female,1,1
18-29,18.0,506,"Penasco y Castellana, Mr. Victor de Satode",male,1,0
30-44,33.0,507,"Quick, Mrs. Frederick Charles (Jane Richards)",female,2,1
30-44,33.2,508,"Bradley, Mr. George (""George Arthur Brayton"")",male,1,1
18-29,28.0,509,"Olsen, Mr. Henry Margido",male,3,0
18-29,26.0,510,"Lang, Mr. Fang",male,3,1
18-29,29.0,511,"Daly, Mr. Eugene Patrick",male,3,1
30-44,33.2,512,"Webber, Mr. James",male,3,0
30-44,36.0,513,"McGough, Mr. James Robert",male,1,1
45-59,54.0,514,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,1,1
18-29,24.0,515,"Coleff, Mr. Satio",male,3,0
45-59,47.0,516,"Walker, Mr. William Anderson",male,1,0
30-44,34.0,517,"Lemore, Mrs. (Amelia Milley)",female,2,1
30-44,33.2,518,"Ryan, Mr. Patrick",male,3,0
30-44,36.0,519,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,2,1
30-44,32.0,520,"Pavlovic, Mr. Stefo",male,3,0
30-44,30.0,521,"Perreault, Miss. Anne",female,1,1
18-29,22.0,522,"Vovk, Mr. Janko",male,3,0
30-44,33.2,523,"Lahoud, Mr. Sarkis",male,3,0
30-44,44.0,524,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,1,1
30-44,33.2,525,"Kassem, Mr. Fared",male,3,0
30-44,40.5,526,"Farrell, Mr. James",male,3,0
45-59,50.0,527,"Ridsdale, Miss. Lucy",female,2,1
30-44,33.2,528,"Farthing, Mr. John",male,1,0
30-44,39.0,529,"Salonen, Mr. Johan Werner",male,3,0
18-29,23.0,530,"Hocking, Mr. Richard George",male,2,0
0-17,2.0,531,"Quick, Miss. Phyllis May",female,2,1
30-44,33.2,532,"Toufik, Mr. Nakli",male,3,0
0-17,17.0,533,"Elias, Mr. Joseph Jr",male,3,0
30-44,33.2,534,"Peter, Mrs. Catherine (Catherine Rizk)",female,3,1
30-44,30.0,535,"Cacic, Miss. Marija",female,3,0
0-17,7.0,536,"Hart, Miss. Eva Miriam",female,2,1
45-59,45.0,537,"Butt, Major. Archibald Willingham",male,1,0
30-44,30.0,538,"LeRoy, Miss. Bertha",female,1,1
30-44,33.2,539,"Risien, Mr. Samuel Beard",male,3,0
18-29,22.0,540,"Frolicher, Miss. Hedwig Margaritha",female,1,1
30-44,36.0,541,"Crosby, Miss. Harriet R",female,1,1
0-17,9.0,542,"Andersson, Miss. Ingeborg Constanzia",female,3,0
0-17,11.0,543,"Andersson, Miss. Sigrid Elisabeth",female,3,0
30-44,32.0,544,"Beane, Mr. Edward",male,2,1
45-59,50.0,545,"Douglas, Mr. Walter Donald",male,1,0
60+,64.0,546,"Nicholson, Mr. Arthur Ernest",male,1,0
18-29,19.0,547,"Beane, Mrs. Edward (Ethel Clarke)",female,2,1
30-44,33.2,548,"Padro y Manent, Mr. Julian",male,2,1
30-44,33.0,549,"Goldsmith, Mr. Frank John",male,3,0
0-17,8.0,550,"Davies, Master. John Morgan Jr",male,2,1
0-17,17.0,551,"Thayer, Mr. John Borland Jr",male,1,1
18-29,27.0,552,"Sharp, Mr. Percival James R",male,2,0
30-44,33.2,553,"O'Brien, Mr. Timothy",male,3,0
18-29,22.0,554,"Leeni, Mr. Fahim (""Philip Zenni"")",male,3,1
18-29,22.0,555,"Ohman, Miss. Velin",female,3,1
60+,62.0,556,"Wright, Mr. George",male,1,0
45-59,48.0,557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,1,1
30-44,33.2,558,"Robbins, Mr. Victor",male,1,0
30-44,39.0,559,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,1,1
30-44,36.0,560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,3,1
30-44,33.2,561,"Morrow, Mr. Thomas Rowan",male,3,0
30-44,40.0,562,"Sivic, Mr. Husein",male,3,0
18-29,28.0,563,"Norman, Mr. Robert Douglas",male,2,0
30-44,33.2,564,"Simmons, Mr. John",male,3,0
30-44,33.2,565,"Meanwell, Miss. (Marion Ogden)",female,3,0
18-29,24.0,566,"Davies, Mr. Alfred J",male,3,0
18-29,19.0,567,"Stoytcheff, Mr. Ilia",male,3,0
18-29,29.0,568,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,3,0
30-44,33.2,569,"Doharr, Mr. Tannous",male,3,0
30-44,32.0,570,"Jonsson, Mr. Carl",male,3,1
60+,62.0,571,"Harris, Mr. George",male,2,1
45-59,53.0,572,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,1,1
30-44,36.0,573,"Flynn, Mr. John Irwin (""Irving"")",male,1,1
30-44,33.2,574,"Kelly, Miss. Mary",female,3,1
0-17,16.0,575,"Rush, Mr. Alfred George John",male,3,0
18-29,19.0,576,"Patchett, Mr. George",male,3,0
30-44,34.0,577,"Garside, Miss. Ethel",female,2,1
30-44,39.0,578,"Silvey, Mrs. William Baird (Alice Munger)",female,1,1
30-44,33.2,579,"Caram, Mrs. Joseph (Maria Elias)",female,3,0
30-44,32.0,580,"Jussila, Mr. Eiriik",male,3,1
18-29,25.0,581,"Christy, Miss. Julie Rachel",female,2,1
30-44,39.0,582,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,1,1
45-59,54.0,583,"Downton, Mr. William James",male,2,0
30-44,36.0,584,"Ross, Mr. John Hugo",male,1,0
30-44,33.2,585,"Paulner, Mr. Uscher",male,3,0
18-29,18.0,586,"Taussig, Miss. Ruth",female,1,1
45-59,47.0,587,"Jarvis, Mr. John Denzil",male,2,0
60+,60.0,588,"Frolicher-Stehli, Mr. Maxmillian",male,1,1
18-29,22.0,589,"Gilinski, Mr. Eliezer",male,3,0
30-44,33.2,590,"Murdlin, Mr. Joseph",male,3,0
30-44,35.0,591,"Rintamaki, Mr. Matti",male,3,0
45-59,52.0,592,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,1,1
45-59,47.0,593,"Elsbury, Mr. William James",male,3,0
30-44,33.2,594,"Bourke, Miss. Mary",female,3,0
30-44,37.0,595,"Chapman, Mr. John Henry",male,2,0
30-44,36.0,596,"Van Impe, Mr. Jean Baptiste",male,3,0
30-44,33.2,597,"Leitch, Miss. Jessie Wills",female,2,1
45-59,49.0,598,"Johnson, Mr. Alfred",male,3,0
30-44,33.2,599,"Boulos, Mr. Hanna",male,3,0
45-59,49.0,600,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,1,1
18-29,24.0,601,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,2,1
30-44,33.2,602,"Slabenoff, Mr. Petco",male,3,0
30-44,33.2,603,"Harrington, Mr. Charles H",male,1,0
30-44,44.0,604,"Torber, Mr. Ernst William",male,3,0
30-44,35.0,605,"Homer, Mr. Harry (""Mr E Haven"")",male,1,1
30-44,36.0,606,"Lindell, Mr. Edvard Bengtsson",male,3,0
30-44,30.0,607,"Karaic, Mr. Milan",male,3,0
18-29,27.0,608,"Daniel, Mr. Robert Williams",male,1,1
18-29,22.0,609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,2,1
30-44,40.0,610,"Shutes, Miss. Elizabeth W",female,1,1
30-44,39.0,611,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,3,0
30-44,33.2,612,"Jardin, Mr. Jose Neto",male,3,0
30-44,33.2,613,"Murphy, Miss. Margaret Jane",female,3,1
30-44,33.2,614,"Horgan, Mr. John",male,3,0
30-44,35.0,615,"Brocklebank, Mr. William Alfred",male,3,0
18-29,24.0,616,"Herman, Miss. Alice",female,2,1
30-44,34.0,617,"Danbom, Mr. Ernst Gilbert",male,3,0
18-29,26.0,618,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,3,0
0-17,4.0,619,"Becker, Miss. Marion Louise",female,2,1
18-29,26.0,620,"Gavey, Mr. Lawrence",male,2,0
18-29,27.0,621,"Yasbeck, Mr. Antoni",male,3,0
30-44,42.0,622,"Kimball, Mr. Edwin Nelson Jr",male,1,1
18-29,20.0,623,"Nakid, Mr. Sahid",male,3,1
18-29,21.0,624,"Hansen, Mr. Henry Damsgaard",male,3,0
18-29,21.0,625,"Bowen, Mr. David John ""Dai""",male,3,0
60+,61.0,626,"Sutton, Mr. Frederick",male,1,0
45-59,57.0,627,"Kirkland, Rev. Charles Leonard",male,2,0
18-29,21.0,628,"Longley, Miss. Gretchen Fiske",female,1,1
18-29,26.0,629,"Bostandyeff, Mr. Guentcho",male,3,0
30-44,33.2,630,"O'Connell, Mr. Patrick D",male,3,0
60+,80.0,631,"Barkworth, Mr. Algernon Henry Wilson",male,1,1
45-59,51.0,632,"Lundahl, Mr. Johan Svensson",male,3,0
30-44,32.0,633,"Stahelin-Maeglin, Dr. Max",male,1,1
30-44,33.2,634,"Parr, Mr. William Henry Marsh",male,1,0
0-17,9.0,635,"Skoog, Miss. Mabel",female,3,0
18-29,28.0,636,"Davis, Miss. Mary",female,2,1
30-44,32.0,637,"Leinonen, Mr. Antti Gustaf",male,3,0
30-44,31.0,638,"Collyer, Mr. Harvey",male,2,0
30-44,41.0,639,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,3,0
30-44,33.2,640,"Thorneycroft, Mr. Percival",male,3,0
18-29,20.0,641,"Jensen, Mr. Hans Peder",male,3,0
18-29,24.0,642,"Sagesser, Mlle. Emma",female,1,1
0-17,2.0,643,"Skoog, Miss. Margit Elizabeth",female,3,0
30-44,33.2,644,"Foo, Mr. Choong",male,3,1
0-17,0.75,645,"Baclini, Miss. Eugenie",female,3,1
45-59,48.0,646,"Harper, Mr. Henry Sleeper",male,1,1
18-29,19.0,647,"Cor, Mr. Liudevit",male,3,0
45-59,56.0,648,"Simonius-Blumer, Col. Oberst Alfons",male,1,1
30-44,33.2,649,"Willey, Mr. Edward",male,3,0
18-29,23.0,650,"Stanley, Miss. Amy Zillah Elsie",female,3,1
30-44,33.2,651,"Mitkoff, Mr. Mito",male,3,0
18-29,18.0,652,"Doling, Miss. Elsie",female,2,1
18-29,21.0,653,"Kalvik, Mr. Johannes Halvorsen",male,3,0
30-44,33.2,654,"O'Leary, Miss. Hanora ""Norah""",female,3,1
18-29,18.0,655,"Hegarty, Miss. Hanora ""Nora""",female,3,0
18-29,24.0,656,"Hickman, Mr. Leonard Mark",male,2,0
30-44,33.2,657,"Radeff, Mr. Alexander",male,3,0
30-44,32.0,658,"Bourke, Mrs. John (Catherine)",female,3,0
18-29,23.0,659,"Eitemiller, Mr. George Floyd",male,2,0
45-59,58.0,660,"Newell, Mr. Arthur Webster",male,1,0
45-59,50.0,661,"Frauenthal, Dr. Henry William",male,1,1
30-44,40.0,662,"Badt, Mr. Mohamed",male,3,0
45-59,47.0,663,"Colley, Mr. Edward Pomeroy",male,1,0
30-44,36.0,664,"Coleff, Mr. Peju",male,3,0
18-29,20.0,665,"Lindqvist, Mr. Eino William",male,3,1
30-44,32.0,666,"Hickman, Mr. Lewis",male,2,0
18-29,25.0,667,"Butler, Mr. Reginald Fenton",male,2,0
30-44,33.2,668,"Rommetvedt, Mr. Knud Paust",male,3,0
30-44,43.0,669,"Cook, Mr. Jacob",male,3,0
30-44,33.2,670,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,1,1
30-44,40.0,671,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,2,1
30-44,31.0,672,"Davidson, Mr. Thornton",male,1,0
60+,70.0,673,"Mitchell, Mr. Henry Michael",male,2,0
30-44,31.0,674,"Wilhelms, Mr. Charles",male,2,1
30-44,33.2,675,"Watson, Mr. Ennis Hastings",male,2,0
18-29,18.0,676,"Edvardsson, Mr. Gustaf Hjalmar",male,3,0
18-29,24.5,677,"Sawyer, Mr. Frederick Charles",male,3,0
18-29,18.0,678,"Turja, Miss. Anna Sofia",female,3,1
30-44,43.0,679,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,3,0
30-44,36.0,680,"Cardeza, Mr. Thomas Drake Martinez",male,1,1
30-44,33.2,681,"Peters, Miss. Katie",female,3,0
18-29,27.0,682,"Hassab, Mr. Hammad",male,1,1
18-29,20.0,683,"Olsvigen, Mr. Thor Anderson",male,3,0
0-17,14.0,684,"Goodwin, Mr. Charles Edward",male,3,0
60+,60.0,685,"Brown, Mr. Thomas William Solomon",male,2,0
18-29,25.0,686,"Laroche, Mr. Joseph Philippe Lemercier",male,2,0
0-17,14.0,687,"Panula, Mr. Jaako Arnold",male,3,0
18-29,19.0,688,"Dakic, Mr. Branko",male,3,0
18-29,18.0,689,"Fischer, Mr. Eberhard Thelander",male,3,0
0-17,15.0,690,"Madill, Miss. Georgette Alexandra",female,1,1
30-44,31.0,691,"Dick, Mr. Albert Adrian",male,1,1
0-17,4.0,692,"Karun, Miss. Manca",female,3,1
30-44,33.2,693,"Lam, Mr. Ali",male,3,1
18-29,25.0,694,"Saad, Mr. Khalil",male,3,0
60+,60.0,695,"Weir, Col. John",male,1,0
45-59,52.0,696,"Chapman, Mr. Charles Henry",male,2,0
30-44,44.0,697,"Kelly, Mr. James",male,3,0
30-44,33.2,698,"Mullens, Miss. Katherine ""Katie""",female,3,1
45-59,49.0,699,"Thayer, Mr. John Borland",male,1,0
30-44,42.0,700,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,3,0
18-29,18.0,701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,1,1
30-44,35.0,702,"Silverthorne, Mr. Spencer Victor",male,1,1
18-29,18.0,703,"Barbara, Miss. Saiide",female,3,0
18-29,25.0,704,"Gallagher, Mr. Martin",male,3,0
18-29,26.0,705,"Hansen, Mr. Henrik Juul",male,3,0
30-44,39.0,706,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,2,0
45-59,45.0,707,"Kelly, Mrs. Florence ""Fannie""",female,2,1
30-44,42.0,708,"Calderhead, Mr. Edward Pennington",male,1,1
18-29,22.0,709,"Cleaver, Miss. Alice",female,1,1
30-44,33.2,710,"Moubarek, Master. Halim Gonios (""William George"")",male,3,1
18-29,24.0,711,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,1,1
30-44,33.2,712,"Klaber, Mr. Herman",male,1,0
45-59,48.0,713,"Taylor, Mr. Elmer Zebley",male,1,1
18-29,29.0,714,"Larsson, Mr. August Viktor",male,3,0
45-59,52.0,715,"Greenberg, Mr. Samuel",male,2,0
18-29,19.0,716,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,3,0
30-44,38.0,717,"Endres, Miss. Caroline Louise",female,1,1
18-29,27.0,718,"Troutt, Miss. Edwina Celia ""Winnie""",female,2,1
30-44,33.2,719,"McEvoy, Mr. Michael",male,3,0
30-44,33.0,720,"Johnson, Mr. Malkolm Joackim",male,3,0
0-17,6.0,721,"Harper, Miss. Annie Jessie ""Nina""",female,2,1
0-17,17.0,722,"Jensen, Mr. Svend Lauritz",male,3,0
30-44,34.0,723,"Gillespie, Mr. William Henry",male,2,0
45-59,50.0,724,"Hodges, Mr. Henry Price",male,2,0
18-29,27.0,725,"Chambers, Mr. Norman Campbell",male,1,1
18-29,20.0,726,"Oreskovic, Mr. Luka",male,3,0
30-44,30.0,727,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,2,1
30-44,33.2,728,"Mannion, Miss. Margareth",female,3,1
18-29,25.0,729,"Bryhl, Mr. Kurt Arnold Gottfrid",male,2,0
18-29,25.0,730,"Ilmakangas, Miss. Pieta Sofia",female,3,0
18-29,29.0,731,"Allen, Miss. Elisabeth Walton",female,1,1
0-17,11.0,732,"Hassan, Mr. Houssein G N",male,3,0
30-44,33.2,733,"Knight, Mr. Robert J",male,2,0
18-29,23.0,734,"Berriman, Mr. William John",male,2,0
18-29,23.0,735,"Troupiansky, Mr. Moses Aaron",male,2,0
18-29,28.5,736,"Williams, Mr. Leslie",male,3,0
45-59,48.0,737,"Ford, Mrs. Edward (Margaret Ann Watson)",female,3,0
30-44,35.0,738,"Lesurer, Mr. Gustave J",male,1,1
30-44,33.2,739,"Ivanoff, Mr. Kanio",male,3,0
30-44,33.2,740,"Nankoff, Mr. Minko",male,3,0
30-44,33.2,741,"Hawksford, Mr. Walter James",male,1,1
30-44,36.0,742,"Cavendish, Mr. Tyrell William",male,1,0
18-29,21.0,743,"Ryerson, Miss. Susan Parker ""Suzette""",female,1,1
18-29,24.0,744,"McNamee, Mr. Neal",male,3,0
30-44,31.0,745,"Stranden, Mr. Juho",male,3,1
60+,70.0,746,"Crosby, Capt. Edward Gifford",male,1,0
0-17,16.0,747,"Abbott, Mr. Rossmore Edward",male,3,0
30-44,30.0,748,"Sinkkonen, Miss. Anna",female,2,1
18-29,19.0,749,"Marvin, Mr. Daniel Warner",male,1,0
30-44,31.0,750,"Connaghton, Mr. Michael",male,3,0
0-17,4.0,751,"Wells, Miss. Joan",female,2,1
0-17,6.0,752,"Moor, Master. Meier",male,3,1
30-44,33.0,753,"Vande Velde, Mr. Johannes Joseph",male,3,0
18-29,23.0,754,"Jonkoff, Mr. Lalio",male,3,0
45-59,48.0,755,"Herman, Mrs. Samuel (Jane Laver)",female,2,1
0-17,0.67,756,"Hamalainen, Master. Viljo",male,2,1
18-29,28.0,757,"Carlsson, Mr. August Sigfrid",male,3,0
18-29,18.0,758,"Bailey, Mr. Percy Andrew",male,2,0
30-44,34.0,759,"Theobald, Mr. Thomas Leonard",male,3,0
30-44,33.0,760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,1,1
30-44,33.2,761,"Garfirth, Mr. John",male,3,0
30-44,41.0,762,"Nirva, Mr. Iisakki Antino Aijo",male,3,0
18-29,20.0,763,"Barah, Mr. Hanna Assi",male,3,1
30-44,36.0,764,"Carter, Mrs. William Ernest (Lucile Polk)",female,1,1
0-17,16.0,765,"Eklund, Mr. Hans Linus",male,3,0
45-59,51.0,766,"Hogeboom, Mrs. John C (Anna Andrews)",female,1,1
30-44,33.2,767,"Brewe, Dr. Arthur Jackson",male,1,0
30-44,30.5,768,"Mangan, Miss. Mary",female,3,0
30-44,33.2,769,"Moran, Mr. Daniel J",male,3,0
30-44,32.0,770,"Gronnestad, Mr. Daniel Danielsen",male,3,0
18-29,24.0,771,"Lievens, Mr. Rene Aime",male,3,0
45-59,48.0,772,"Jensen, Mr. Niels Peder",male,3,0
45-59,57.0,773,"Mack, Mrs. (Mary)",female,2,0
30-44,33.2,774,"Elias, Mr. Dibo",male,3,0
45-59,54.0,775,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,2,1
18-29,18.0,776,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,3,0
30-44,33.2,777,"Tobin, Mr. Roger",male,3,0
0-17,5.0,778,"Emanuel, Miss. Virginia Ethel",female,3,1
30-44,33.2,779,"Kilgannon, Mr. Thomas J",male,3,0
30-44,43.0,780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,1,1
0-17,13.0,781,"Ayoub, Miss. Banoura",female,3,1
0-17,17.0,782,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,1,1
18-29,29.0,783,"Long, Mr. Milton Clyde",male,1,0
30-44,33.2,784,"Johnston, Mr. Andrew G",male,3,0
18-29,25.0,785,"Ali, Mr. William",male,3,0
18-29,25.0,786,"Harmer, Mr. Abraham (David Lishin)",male,3,0
18-29,18.0,787,"Sjoblom, Miss. Anna Sofia",female,3,1
0-17,8.0,788,"Rice, Master. George Hugh",male,3,0
0-17,1.0,789,"Dean, Master. Bertram Vere",male,3,1
45-59,46.0,790,"Guggenheim, Mr. Benjamin",male,1,0
30-44,33.2,791,"Keane, Mr. Andrew ""Andy""",male,3,0
0-17,16.0,792,"Gaskell, Mr. Alfred",male,2,0
30-44,33.2,793,"Sage, Miss. Stella Anna",female,3,0
30-44,33.2,794,"Hoyt, Mr. William Fisher",male,1,0
18-29,25.0,795,"Dantcheff, Mr. Ristiu",male,3,0
30-44,39.0,796,"Otter, Mr. Richard",male,2,0
45-59,49.0,797,"Leader, Dr. Alice (Farnham)",female,1,1
30-44,31.0,798,"Osman, Mrs. Mara",female,3,1
30-44,30.0,799,"Ibrahim Shawah, Mr. Yousseff",male,3,0
30-44,30.0,800,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,3,0
30-44,34.0,801,"Ponesell, Mr. Martin",male,2,0
30-44,31.0,802,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,2,1
