PassengerId,Pclass,Survived,Name,Sex,Age
452,3,0,"Hagland, Mr. Ingvald Olai Olsen",male,33.2
453,1,0,"Foreman, Mr. Benjamin Laventall",male,30.0
454,1,1,"Goldenberg, Mr. Samuel L",male,49.0
455,3,0,"Peduzzi, Mr. Joseph",male,33.2
456,3,1,"Jalsevac, Mr. Ivan",male,29.0
457,1,0,"Millet, Mr. Francis Davis",male,65.0
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,33.2
459,2,1,"Toomey, Miss. Ellen",female,50.0
460,3,0,"O'Connor, Mr. Maurice",male,33.2
461,1,1,"Anderson, Mr. Harry",male,48.0
462,3,0,"Morley, Mr. William",male,34.0
463,1,0,"Gee, Mr. Arthur H",male,47.0
464,2,0,"Milling, Mr. Jacob Christian",male,48.0
465,3,0,"Maisner, Mr. Simon",male,33.2
466,3,0,"Goncalves, Mr. Manuel Estanslas",male,38.0
467,2,0,"Campbell, Mr. William",male,33.2
468,1,0,"Smart, Mr. John Montgomery",male,56.0
469,3,0,"Scanlan, Mr. James",male,33.2
470,3,1,"Baclini, Miss. Helene Barbara",female,0.75
471,3,0,"Keefe, Mr. Arthur",male,33.2
472,3,0,"Cacic, Mr. Luka",male,38.0
473,2,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0
474,2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0
475,3,0,"Strandberg, Miss. Ida Sofia",female,22.0
476,1,0,"Clifford, Mr. George Quincy",male,33.2
477,2,0,"Renouf, Mr. Peter Henry",male,34.0
478,3,0,"Braund, Mr. Lewis Richard",male,29.0
479,3,0,"Karlsson, Mr. Nils August",male,22.0
480,3,1,"Hirvonen, Miss. Hildur E",female,2.0
481,3,0,"Goodwin, Master. Harold Victor",male,9.0
482,2,0,"Frost, Mr. Anthony Wood ""Archie""",male,33.2
483,3,0,"Rouse, Mr. Richard Henry",male,50.0
484,3,1,"Turkula, Mrs. (Hedwig)",female,63.0
485,1,1,"Bishop, Mr. Dickinson H",male,25.0
486,3,0,"Lefebre, Miss. Jeannie",female,33.2
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0
488,1,0,"Kent, Mr. Edward Austin",male,58.0
489,3,0,"Somerton, Mr. Francis William",male,30.0
490,3,1,"Coutts, Master. Eden Leslie ""Neville""",male,9.0
491,3,0,"Hagland, Mr. Konrad Mathias Reiersen",male,33.2
492,3,0,"Windelov, Mr. Einar",male,21.0
493,1,0,"Molson, Mr. Harry Markland",male,55.0
494,1,0,"Artagaveytia, Mr. Ramon",male,71.0
495,3,0,"Stanley, Mr. Edward Roland",male,21.0
496,3,0,"Yousseff, Mr. Gerious",male,33.2
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0
498,3,0,"Shellard, Mr. Frederick William",male,33.2
499,1,0,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0
500,3,0,"Svensson, Mr. Olof",male,24.0
501,3,0,"Calic, Mr. Petar",male,17.0
502,3,0,"Canavan, Miss. Mary",female,21.0
503,3,0,"O'Sullivan, Miss. Bridget Mary",female,33.2
504,3,0,"Laitinen, Miss. Kristina Sofia",female,37.0
505,1,1,"Maioni, Miss. Roberta",female,16.0
506,1,0,"Penasco y Castellana, Mr. Victor de Satode",male,18.0
507,2,1,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,33.2
509,3,0,"Olsen, Mr. Henry Margido",male,28.0
510,3,1,"Lang, Mr. Fang",male,26.0
511,3,1,"Daly, Mr. Eugene Patrick",male,29.0
512,3,0,"Webber, Mr. James",male,33.2
513,1,1,"McGough, Mr. James Robert",male,36.0
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0
515,3,0,"Coleff, Mr. Satio",male,24.0
516,1,0,"Walker, Mr. William Anderson",male,47.0
517,2,1,"Lemore, Mrs. (Amelia Milley)",female,34.0
518,3,0,"Ryan, Mr. Patrick",male,33.2
519,2,1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0
520,3,0,"Pavlovic, Mr. Stefo",male,32.0
521,1,1,"Perreault, Miss. Anne",female,30.0
522,3,0,"Vovk, Mr. Janko",male,22.0
523,3,0,"Lahoud, Mr. Sarkis",male,33.2
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0
525,3,0,"Kassem, Mr. Fared",male,33.2
526,3,0,"Farrell, Mr. James",male,40.5
527,2,1,"Ridsdale, Miss. Lucy",female,50.0
528,1,0,"Farthing, Mr. John",male,33.2
529,3,0,"Salonen, Mr. Johan Werner",male,39.0
530,2,0,"Hocking, Mr. Richard George",male,23.0
531,2,1,"Quick, Miss. Phyllis May",female,2.0
532,3,0,"Toufik, Mr. Nakli",male,33.2
533,3,0,"Elias, Mr. Joseph Jr",male,17.0
534,3,1,"Peter, Mrs. Catherine (Catherine Rizk)",female,33.2
535,3,0,"Cacic, Miss. Marija",female,30.0
536,2,1,"Hart, Miss. Eva Miriam",female,7.0
537,1,0,"Butt, Major. Archibald Willingham",male,45.0
538,1,1,"LeRoy, Miss. Bertha",female,30.0
539,3,0,"Risien, Mr. Samuel Beard",male,33.2
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0
541,1,1,"Crosby, Miss. Harriet R",female,36.0
542,3,0,"Andersson, Miss. Ingeborg Constanzia",female,9.0
543,3,0,"Andersson, Miss. Sigrid Elisabeth",female,11.0
544,2,1,"Beane, Mr. Edward",male,32.0
545,1,0,"Douglas, Mr. Walter Donald",male,50.0
546,1,0,"Nicholson, Mr. Arthur Ernest",male,64.0
547,2,1,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0
548,2,1,"Padro y Manent, Mr. Julian",male,33.2
549,3,0,"Goldsmith, Mr. Frank John",male,33.0
550,2,1,"Davies, Master. John Morgan Jr",male,8.0
551,1,1,"Thayer, Mr. John Borland Jr",male,17.0
552,2,0,"Sharp, Mr. Percival James R",male,27.0
553,3,0,"O'Brien, Mr. Timothy",male,33.2
554,3,1,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0
555,3,1,"Ohman, Miss. Velin",female,22.0
556,1,0,"Wright, Mr. George",male,62.0
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0
558,1,0,"Robbins, Mr. Victor",male,33.2
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0
560,3,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0
561,3,0,"Morrow, Mr. Thomas Rowan",male,33.2
562,3,0,"Sivic, Mr. Husein",male,40.0
563,2,0,"Norman, Mr. Robert Douglas",male,28.0
564,3,0,"Simmons, Mr. John",male,33.2
565,3,0,"Meanwell, Miss. (Marion Ogden)",female,33.2
566,3,0,"Davies, Mr. Alfred J",male,24.0
567,3,0,"Stoytcheff, Mr. Ilia",male,19.0
568,3,0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0
569,3,0,"Doharr, Mr. Tannous",male,33.2
570,3,1,"Jonsson, Mr. Carl",male,32.0
571,2,1,"Harris, Mr. George",male,62.0
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0
574,3,1,"Kelly, Miss. Mary",female,33.2
575,3,0,"Rush, Mr. Alfred George John",male,16.0
576,3,0,"Patchett, Mr. George",male,19.0
577,2,1,"Garside, Miss. Ethel",female,34.0
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0
579,3,0,"Caram, Mrs. Joseph (Maria Elias)",female,33.2
580,3,1,"Jussila, Mr. Eiriik",male,32.0
581,2,1,"Christy, Miss. Julie Rachel",female,25.0
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0
583,2,0,"Downton, Mr. William James",male,54.0
584,1,0,"Ross, Mr. John Hugo",male,36.0
585,3,0,"Paulner, Mr. Uscher",male,33.2
586,1,1,"Taussig, Miss. Ruth",female,18.0
587,2,0,"Jarvis, Mr. John Denzil",male,47.0
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0
589,3,0,"Gilinski, Mr. Eliezer",male,22.0
590,3,0,"Murdlin, Mr. Joseph",male,33.2
591,3,0,"Rintamaki, Mr. Matti",male,35.0
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0
593,3,0,"Elsbury, Mr. William James",male,47.0
594,3,0,"Bourke, Miss. Mary",female,33.2
595,2,0,"Chapman, Mr. John Henry",male,37.0
596,3,0,"Van Impe, Mr. Jean Baptiste",male,36.0
597,2,1,"Leitch, Miss. Jessie Wills",female,33.2
598,3,0,"Johnson, Mr. Alfred",male,49.0
599,3,0,"Boulos, Mr. Hanna",male,33.2
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0
601,2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0
602,3,0,"Slabenoff, Mr. Petco",male,33.2
603,1,0,"Harrington, Mr. Charles H",male,33.2
604,3,0,"Torber, Mr. Ernst William",male,44.0
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0
606,3,0,"Lindell, Mr. Edvard Bengtsson",male,36.0
607,3,0,"Karaic, Mr. Milan",male,30.0
608,1,1,"Daniel, Mr. Robert Williams",male,27.0
609,2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0
610,1,1,"Shutes, Miss. Elizabeth W",female,40.0
611,3,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0
612,3,0,"Jardin, Mr. Jose Neto",male,33.2
613,3,1,"Murphy, Miss. Margaret Jane",female,33.2
614,3,0,"Horgan, Mr. John",male,33.2
615,3,0,"Brocklebank, Mr. William Alfred",male,35.0
616,2,1,"Herman, Miss. Alice",female,24.0
617,3,0,"Danbom, Mr. Ernst Gilbert",male,34.0
618,3,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0
619,2,1,"Becker, Miss. Marion Louise",female,4.0
620,2,0,"Gavey, Mr. Lawrence",male,26.0
621,3,0,"Yasbeck, Mr. Antoni",male,27.0
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0
623,3,1,"Nakid, Mr. Sahid",male,20.0
624,3,0,"Hansen, Mr. Henry Damsgaard",male,21.0
625,3,0,"Bowen, Mr. David John ""Dai""",male,21.0
626,1,0,"Sutton, Mr. Frederick",male,61.0
627,2,0,"Kirkland, Rev. Charles Leonard",male,57.0
628,1,1,"Longley, Miss. Gretchen Fiske",female,21.0
629,3,0,"Bostandyeff, Mr. Guentcho",male,26.0
630,3,0,"O'Connell, Mr. Patrick D",male,33.2
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.0
632,3,0,"Lundahl, Mr. Johan Svensson",male,51.0
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32.0
634,1,0,"Parr, Mr. William Henry Marsh",male,33.2
635,3,0,"Skoog, Miss. Mabel",female,9.0
636,2,1,"Davis, Miss. Mary",female,28.0
637,3,0,"Leinonen, Mr. Antti Gustaf",male,32.0
638,2,0,"Collyer, Mr. Harvey",male,31.0
639,3,0,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0
640,3,0,"Thorneycroft, Mr. Percival",male,33.2
641,3,0,"Jensen, Mr. Hans Peder",male,20.0
642,1,1,"Sagesser, Mlle. Emma",female,24.0
643,3,0,"Skoog, Miss. Margit Elizabeth",female,2.0
644,3,1,"Foo, Mr. Choong",male,33.2
645,3,1,"Baclini, Miss. Eugenie",female,0.75
646,1,1,"Harper, Mr. Henry Sleeper",male,48.0
647,3,0,"Cor, Mr. Liudevit",male,19.0
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0
649,3,0,"Willey, Mr. Edward",male,33.2
650,3,1,"Stanley, Miss. Amy Zillah Elsie",female,23.0
651,3,0,"Mitkoff, Mr. Mito",male,33.2
652,2,1,"Doling, Miss. Elsie",female,18.0
653,3,0,"Kalvik, Mr. Johannes Halvorsen",male,21.0
654,3,1,"O'Leary, Miss. Hanora ""Norah""",female,33.2
655,3,0,"Hegarty, Miss. Hanora ""Nora""",female,18.0
656,2,0,"Hickman, Mr. Leonard Mark",male,24.0
657,3,0,"Radeff, Mr. Alexander",male,33.2
658,3,0,"Bourke, Mrs. John (Catherine)",female,32.0
659,2,0,"Eitemiller, Mr. George Floyd",male,23.0
660,1,0,"Newell, Mr. Arthur Webster",male,58.0
661,1,1,"Frauenthal, Dr. Henry William",male,50.0
662,3,0,"Badt, Mr. Mohamed",male,40.0
663,1,0,"Colley, Mr. Edward Pomeroy",male,47.0
664,3,0,"Coleff, Mr. Peju",male,36.0
665,3,1,"Lindqvist, Mr. Eino William",male,20.0
666,2,0,"Hickman, Mr. Lewis",male,32.0
667,2,0,"Butler, Mr. Reginald Fenton",male,25.0
668,3,0,"Rommetvedt, Mr. Knud Paust",male,33.2
669,3,0,"Cook, Mr. Jacob",male,43.0
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,33.2
671,2,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0
672,1,0,"Davidson, Mr. Thornton",male,31.0
673,2,0,"Mitchell, Mr. Henry Michael",male,70.0
674,2,1,"Wilhelms, Mr. Charles",male,31.0
675,2,0,"Watson, Mr. Ennis Hastings",male,33.2
676,3,0,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0
677,3,0,"Sawyer, Mr. Frederick Charles",male,24.5
678,3,1,"Turja, Miss. Anna Sofia",female,18.0
679,3,0,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",male,36.0
681,3,0,"Peters, Miss. Katie",female,33.2
682,1,1,"Hassab, Mr. Hammad",male,27.0
683,3,0,"Olsvigen, Mr. Thor Anderson",male,20.0
684,3,0,"Goodwin, Mr. Charles Edward",male,14.0
685,2,0,"Brown, Mr. Thomas William Solomon",male,60.0
686,2,0,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0
687,3,0,"Panula, Mr. Jaako Arnold",male,14.0
688,3,0,"Dakic, Mr. Branko",male,19.0
689,3,0,"Fischer, Mr. Eberhard Thelander",male,18.0
690,1,1,"Madill, Miss. Georgette Alexandra",female,15.0
691,1,1,"Dick, Mr. Albert Adrian",male,31.0
692,3,1,"Karun, Miss. Manca",female,4.0
693,3,1,"Lam, Mr. Ali",male,33.2
694,3,0,"Saad, Mr. Khalil",male,25.0
695,1,0,"Weir, Col. John",male,60.0
696,2,0,"Chapman, Mr. Charles Henry",male,52.0
697,3,0,"Kelly, Mr. James",male,44.0
698,3,1,"Mullens, Miss. Katherine ""Katie""",female,33.2
699,1,0,"Thayer, Mr. John Borland",male,49.0
700,3,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.0
702,1,1,"Silverthorne, Mr. Spencer Victor",male,35.0
703,3,0,"Barbara, Miss. Saiide",female,18.0
704,3,0,"Gallagher, Mr. Martin",male,25.0
705,3,0,"Hansen, Mr. Henrik Juul",male,26.0
706,2,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0
707,2,1,"Kelly, Mrs. Florence ""Fannie""",female,45.0
708,1,1,"Calderhead, Mr. Edward Pennington",male,42.0
709,1,1,"Cleaver, Miss. Alice",female,22.0
710,3,1,"Moubarek, Master. Halim Gonios (""William George"")",male,33.2
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0
712,1,0,"Klaber, Mr. Herman",male,33.2
713,1,1,"Taylor, Mr. Elmer Zebley",male,48.0
714,3,0,"Larsson, Mr. August Viktor",male,29.0
715,2,0,"Greenberg, Mr. Samuel",male,52.0
716,3,0,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0
717,1,1,"Endres, Miss. Caroline Louise",female,38.0
718,2,1,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0
719,3,0,"McEvoy, Mr. Michael",male,33.2
720,3,0,"Johnson, Mr. Malkolm Joackim",male,33.0
721,2,1,"Harper, Miss. Annie Jessie ""Nina""",female,6.0
722,3,0,"Jensen, Mr. Svend Lauritz",male,17.0
723,2,0,"Gillespie, Mr. William Henry",male,34.0
724,2,0,"Hodges, Mr. Henry Price",male,50.0
725,1,1,"Chambers, Mr. Norman Campbell",male,27.0
726,3,0,"Oreskovic, Mr. Luka",male,20.0
727,2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0
728,3,1,"Mannion, Miss. Margareth",female,33.2
729,2,0,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0
730,3,0,"Ilmakangas, Miss. Pieta Sofia",female,25.0
731,1,1,"Allen, Miss. Elisabeth Walton",female,29.0
732,3,0,"Hassan, Mr. Houssein G N",male,11.0
733,2,0,"Knight, Mr. Robert J",male,33.2
734,2,0,"Berriman, Mr. William John",male,23.0
735,2,0,"Troupiansky, Mr. Moses Aaron",male,23.0
736,3,0,"Williams, Mr. Leslie",male,28.5
737,3,0,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0
738,1,1,"Lesurer, Mr. Gustave J",male,35.0
739,3,0,"Ivanoff, Mr. Kanio",male,33.2
740,3,0,"Nankoff, Mr. Minko",male,33.2
741,1,1,"Hawksford, Mr. Walter James",male,33.2
742,1,0,"Cavendish, Mr. Tyrell William",male,36.0
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0
744,3,0,"McNamee, Mr. Neal",male,24.0
745,3,1,"Stranden, Mr. Juho",male,31.0
746,1,0,"Crosby, Capt. Edward Gifford",male,70.0
747,3,0,"Abbott, Mr. Rossmore Edward",male,16.0
748,2,1,"Sinkkonen, Miss. Anna",female,30.0
749,1,0,"Marvin, Mr. Daniel Warner",male,19.0
750,3,0,"Connaghton, Mr. Michael",male,31.0
751,2,1,"Wells, Miss. Joan",female,4.0
752,3,1,"Moor, Master. Meier",male,6.0
753,3,0,"Vande Velde, Mr. Johannes Joseph",male,33.0
754,3,0,"Jonkoff, Mr. Lalio",male,23.0
755,2,1,"Herman, Mrs. Samuel (Jane Laver)",female,48.0
756,2,1,"Hamalainen, Master. Viljo",male,0.67
757,3,0,"Carlsson, Mr. August Sigfrid",male,28.0
758,2,0,"Bailey, Mr. Percy Andrew",male,18.0
759,3,0,"Theobald, Mr. Thomas Leonard",male,34.0
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0
761,3,0,"Garfirth, Mr. John",male,33.2
762,3,0,"Nirva, Mr. Iisakki Antino Aijo",male,41.0
763,3,1,"Barah, Mr. Hanna Assi",male,20.0
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.0
765,3,0,"Eklund, Mr. Hans Linus",male,16.0
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0
767,1,0,"Brewe, Dr. Arthur Jackson",male,33.2
768,3,0,"Mangan, Miss. Mary",female,30.5
769,3,0,"Moran, Mr. Daniel J",male,33.2
770,3,0,"Gronnestad, Mr. Daniel Danielsen",male,32.0
771,3,0,"Lievens, Mr. Rene Aime",male,24.0
772,3,0,"Jensen, Mr. Niels Peder",male,48.0
773,2,0,"Mack, Mrs. (Mary)",female,57.0
774,3,0,"Elias, Mr. Dibo",male,33.2
775,2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0
776,3,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0
777,3,0,"Tobin, Mr. Roger",male,33.2
778,3,1,"Emanuel, Miss. Virginia Ethel",female,5.0
779,3,0,"Kilgannon, Mr. Thomas J",male,33.2
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0
781,3,1,"Ayoub, Miss. Banoura",female,13.0
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0
783,1,0,"Long, Mr. Milton Clyde",male,29.0
784,3,0,"Johnston, Mr. Andrew G",male,33.2
785,3,0,"Ali, Mr. William",male,25.0
786,3,0,"Harmer, Mr. Abraham (David Lishin)",male,25.0
787,3,1,"Sjoblom, Miss. Anna Sofia",female,18.0
788,3,0,"Rice, Master. George Hugh",male,8.0
789,3,1,"Dean, Master. Bertram Vere",male,1.0
790,1,0,"Guggenheim, Mr. Benjamin",male,46.0
791,3,0,"Keane, Mr. Andrew ""Andy""",male,33.2
792,2,0,"Gaskell, Mr. Alfred",male,16.0
793,3,0,"Sage, Miss. Stella Anna",female,33.2
794,1,0,"Hoyt, Mr. William Fisher",male,33.2
795,3,0,"Dantcheff, Mr. Ristiu",male,25.0
796,2,0,"Otter, Mr. Richard",male,39.0
797,1,1,"Leader, Dr. Alice (Farnham)",female,49.0
798,3,1,"Osman, Mrs. Mara",female,31.0
799,3,0,"Ibrahim Shawah, Mr. Yousseff",male,30.0
800,3,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0
801,2,0,"Ponesell, Mr. Martin",male,34.0
802,2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0
803,1,1,"Carter, Master. William Thornton II",male,11.0
804,3,1,"Thomas, Master. Assad Alexander",male,0.42
805,3,1,"Hedman, Mr. Oskar Arvid",male,27.0
806,3,0,"Johansson, Mr. Karl Johan",male,31.0
807,1,0,"Andrews, Mr. Thomas Jr",male,39.0
808,3,0,"Pettersson, Miss. Ellen Natalia",female,18.0
809,2,0,"Meyer, Mr. August",male,39.0
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0
811,3,0,"Alexander, Mr. William",male,26.0
812,3,0,"Lester, Mr. James",male,39.0
813,2,0,"Slemen, Mr. Richard James",male,35.0
814,3,0,"Andersson, Miss. Ebba Iris Alfrida",female,6.0
815,3,0,"Tomlin, Mr. Ernest Portage",male,30.5
816,1,0,"Fry, Mr. Richard",male,33.2
817,3,0,"Heininen, Miss. Wendla Maria",female,23.0
818,2,0,"Mallet, Mr. Albert",male,31.0
819,3,0,"Holm, Mr. John Fredrik Alexander",male,43.0
820,3,0,"Skoog, Master. Karl Thorsten",male,10.0
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0
822,3,1,"Lulic, Mr. Nikola",male,27.0
823,1,0,"Reuchlin, Jonkheer. John George",male,38.0
824,3,1,"Moor, Mrs. (Beila)",female,27.0
825,3,0,"Panula, Master. Urho Abraham",male,2.0
826,3,0,"Flynn, Mr. John",male,33.2
827,3,0,"Lam, Mr. Len",male,33.2
828,2,1,"Mallet, Master. Andre",male,1.0
829,3,1,"McCormack, Mr. Thomas Joseph",male,33.2
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.0
831,3,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0
832,2,1,"Richards, Master. George Sibley",male,0.83
833,3,0,"Saad, Mr. Amin",male,33.2
834,3,0,"Augustsson, Mr. Albert",male,23.0
835,3,0,"Allum, Mr. Owen George",male,18.0
836,1,1,"Compton, Miss. Sara Rebecca",female,39.0
837,3,0,"Pasic, Mr. Jakob",male,21.0
838,3,0,"Sirota, Mr. Maurice",male,33.2
839,3,1,"Chip, Mr. Chang",male,32.0
840,1,1,"Marechal, Mr. Pierre",male,33.2
841,3,0,"Alhomaki, Mr. Ilmari Rudolf",male,20.0
842,2,0,"Mudd, Mr. Thomas Charles",male,16.0
843,1,1,"Serepeca, Miss. Augusta",female,30.0
844,3,0,"Lemberopolous, Mr. Peter L",male,34.5
845,3,0,"Culumovic, Mr. Jeso",male,17.0
846,3,0,"Abbing, Mr. Anthony",male,42.0
847,3,0,"Sage, Mr. Douglas Bullen",male,33.2
848,3,0,"Markoff, Mr. Marin",male,35.0
849,2,0,"Harper, Rev. John",male,28.0
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,33.2
851,3,0,"Andersson, Master. Sigvard Harald Elias",male,4.0
852,3,0,"Svensson, Mr. Johan",male,74.0
853,3,0,"Boulos, Miss. Nourelain",female,9.0
854,1,1,"Lines, Miss. Mary Conover",female,16.0
855,2,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0
856,3,1,"Aks, Mrs. Sam (Leah Rosen)",female,18.0
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0
858,1,1,"Daly, Mr. Peter Denis ",male,51.0
859,3,1,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0
860,3,0,"Razi, Mr. Raihed",male,33.2
861,3,0,"Hansen, Mr. Claus Peter",male,41.0
862,2,0,"Giles, Mr. Frederick Edward",male,21.0
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0
864,3,0,"Sage, Miss. Dorothy Edith ""Dolly""",female,33.2
865,2,0,"Gill, Mr. John William",male,24.0
866,2,1,"Bystrom, Mrs. (Karolina)",female,42.0
867,2,1,"Duran y More, Miss. Asuncion",female,27.0
868,1,0,"Roebling, Mr. Washington Augustus II",male,31.0
869,3,0,"van Melkebeke, Mr. Philemon",male,33.2
870,3,1,"Johnson, Master. Harold Theodor",male,4.0
871,3,0,"Balkic, Mr. Cerin",male,26.0
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0
873,1,0,"Carlsson, Mr. Frans Olof",male,33.0
874,3,0,"Vander Cruyssen, Mr. Victor",male,47.0
875,2,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0
876,3,1,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0
877,3,0,"Gustafsson, Mr. Alfred Ossian",male,20.0
878,3,0,"Petroff, Mr. Nedelio",male,19.0
879,3,0,"Laleff, Mr. Kristo",male,33.2
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0
881,2,1,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0
882,3,0,"Markun, Mr. Johann",male,33.0
883,3,0,"Dahlberg, Miss. Gerda Ulrika",female,22.0
884,2,0,"Banfield, Mr. Frederick James",male,28.0
885,3,0,"Sutehall, Mr. Henry Jr",male,25.0
886,3,0,"Rice, Mrs. William (Margaret Norton)",female,39.0
887,2,0,"Montvila, Rev. Juozas",male,27.0
888,1,1,"Graham, Miss. Margaret Edith",female,19.0
889,3,0,"Johnston, Miss. Catherine Helen ""Carrie""",female,33.2
890,1,1,"Behr, Mr. Karl Howell",male,26.0
891,3,0,"Dooley, Mr. Patrick",male,32.0
892,3,0,"Mckinney, Col. David",male,36.8
893,3,0,"Prince, Lady. Diana",female,12.7
894,1,0,"Taylor, Sir. Christopher",male,56.8
895,3,0,"Guzman, Miss. Cheryl",female,0.4
896,2,1,"Green, Countess. Emily",female,26.2
897,2,0,"Proctor, Col. Andrew",male,41.3
898,2,0,"Anderson, Rev. Patrick",male,31.7
899,2,0,"Edwards, Countess. Michele",female,31.9
900,1,1,"Fuller, Mrs. Elizabeth",female,38.1
901,1,0,"Nichols, Mr. Miguel",male,45.9
902,2,1,"Thompson, Miss. Amy",female,19.9
903,1,1,"Espinoza, Dr. Jonathan",male,41.5
904,1,1,"Scott, Mr. Bradley",male,31.7
905,3,1,"Morales, Dr. Kevin",male,28.1
906,1,0,"Miller, Rev. Timothy",male,52.2
907,3,0,"Wiley, Rev. Joshua",male,37.5
908,2,1,"Vincent, Countess. Angela",female,42.6
909,1,0,"Burgess, Major. Scott",male,28.0
910,1,0,"Woods, Mr. Jose",male,55.5
