Pclass,Sex,Survived,PassengerId,Name,Age
3,male,0,452,"Hagland, Mr. Ingvald Olai Olsen",33.2
1,male,0,453,"Foreman, Mr. Benjamin Laventall",30.0
1,male,1,454,"Goldenberg, Mr. Samuel L",49.0
3,male,0,455,"Peduzzi, Mr. Joseph",33.2
3,male,1,456,"Jalsevac, Mr. Ivan",29.0
1,male,0,457,"Millet, Mr. Francis Davis",65.0
1,female,1,458,"Kenyon, Mrs. Frederick R (Marion)",33.2
2,female,1,459,"Toomey, Miss. Ellen",50.0
3,male,0,460,"O'Connor, Mr. Maurice",33.2
1,male,1,461,"Anderson, Mr. Harry",48.0
3,male,0,462,"Morley, Mr. William",34.0
1,male,0,463,"Gee, Mr. Arthur H",47.0
2,male,0,464,"Milling, Mr. Jacob Christian",48.0
3,male,0,465,"Maisner, Mr. Simon",33.2
3,male,0,466,"Goncalves, Mr. Manuel Estanslas",38.0
2,male,0,467,"Campbell, Mr. William",33.2
1,male,0,468,"Smart, Mr. John Montgomery",56.0
3,male,0,469,"Scanlan, Mr. James",33.2
3,female,1,470,"Baclini, Miss. Helene Barbara",0.75
3,male,0,471,"Keefe, Mr. Arthur",33.2
3,male,0,472,"Cacic, Mr. Luka",38.0
2,female,1,473,"West, Mrs. Edwy Arthur (Ada Mary Worth)",33.0
2,female,1,474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",23.0
3,female,0,475,"Strandberg, Miss. Ida Sofia",22.0
1,male,0,476,"Clifford, Mr. George Quincy",33.2
2,male,0,477,"Renouf, Mr. Peter Henry",34.0
3,male,0,478,"Braund, Mr. Lewis Richard",29.0
3,male,0,479,"Karlsson, Mr. Nils August",22.0
3,female,1,480,"Hirvonen, Miss. Hildur E",2.0
3,male,0,481,"Goodwin, Master. Harold Victor",9.0
2,male,0,482,"Frost, Mr. Anthony Wood ""Archie""",33.2
3,male,0,483,"Rouse, Mr. Richard Henry",50.0
3,female,1,484,"Turkula, Mrs. (Hedwig)",63.0
1,male,1,485,"Bishop, Mr. Dickinson H",25.0
3,female,0,486,"Lefebre, Miss. Jeannie",33.2
1,female,1,487,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",35.0
1,male,0,488,"Kent, Mr. Edward Austin",58.0
3,male,0,489,"Somerton, Mr. Francis William",30.0
3,male,1,490,"Coutts, Master. Eden Leslie ""Neville""",9.0
3,male,0,491,"Hagland, Mr. Konrad Mathias Reiersen",33.2
3,male,0,492,"Windelov, Mr. Einar",21.0
1,male,0,493,"Molson, Mr. Harry Markland",55.0
1,male,0,494,"Artagaveytia, Mr. Ramon",71.0
3,male,0,495,"Stanley, Mr. Edward Roland",21.0
3,male,0,496,"Yousseff, Mr. Gerious",33.2
1,female,1,497,"Eustis, Miss. Elizabeth Mussey",54.0
3,male,0,498,"Shellard, Mr. Frederick William",33.2
1,female,0,499,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",25.0
3,male,0,500,"Svensson, Mr. Olof",24.0
3,male,0,501,"Calic, Mr. Petar",17.0
3,female,0,502,"Canavan, Miss. Mary",21.0
3,female,0,503,"O'Sullivan, Miss. Bridget Mary",33.2
3,female,0,504,"Laitinen, Miss. Kristina Sofia",37.0
1,female,1,505,"Maioni, Miss. Roberta",16.0
1,male,0,506,"Penasco y Castellana, Mr. Victor de Satode",18.0
2,female,1,507,"Quick, Mrs. Frederick Charles (Jane Richards)",33.0
1,male,1,508,"Bradley, Mr. George (""George Arthur Brayton"")",33.2
3,male,0,509,"Olsen, Mr. Henry Margido",28.0
3,male,1,510,"Lang, Mr. Fang",26.0
3,male,1,511,"Daly, Mr. Eugene Patrick",29.0
3,male,0,512,"Webber, Mr. James",33.2
1,male,1,513,"McGough, Mr. James Robert",36.0
1,female,1,514,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",54.0
3,male,0,515,"Coleff, Mr. Satio",24.0
1,male,0,516,"Walker, Mr. William Anderson",47.0
2,female,1,517,"Lemore, Mrs. (Amelia Milley)",34.0
3,male,0,518,"Ryan, Mr. Patrick",33.2
2,female,1,519,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",36.0
3,male,0,520,"Pavlovic, Mr. Stefo",32.0
1,female,1,521,"Perreault, Miss. Anne",30.0
3,male,0,522,"Vovk, Mr. Janko",22.0
3,male,0,523,"Lahoud, Mr. Sarkis",33.2
1,female,1,524,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",44.0
3,male,0,525,"Kassem, Mr. Fared",33.2
3,male,0,526,"Farrell, Mr. James",40.5
2,female,1,527,"Ridsdale, Miss. Lucy",50.0
1,male,0,528,"Farthing, Mr. John",33.2
3,male,0,529,"Salonen, Mr. Johan Werner",39.0
2,male,0,530,"Hocking, Mr. Richard George",23.0
2,female,1,531,"Quick, Miss. Phyllis May",2.0
3,male,0,532,"Toufik, Mr. Nakli",33.2
3,male,0,533,"Elias, Mr. Joseph Jr",17.0
3,female,1,534,"Peter, Mrs. Catherine (Catherine Rizk)",33.2
3,female,0,535,"Cacic, Miss. Marija",30.0
2,female,1,536,"Hart, Miss. Eva Miriam",7.0
1,male,0,537,"Butt, Major. Archibald Willingham",45.0
1,female,1,538,"LeRoy, Miss. Bertha",30.0
3,male,0,539,"Risien, Mr. Samuel Beard",33.2
1,female,1,540,"Frolicher, Miss. Hedwig Margaritha",22.0
1,female,1,541,"Crosby, Miss. Harriet R",36.0
3,female,0,542,"Andersson, Miss. Ingeborg Constanzia",9.0
3,female,0,543,"Andersson, Miss. Sigrid Elisabeth",11.0
2,male,1,544,"Beane, Mr. Edward",32.0
1,male,0,545,"Douglas, Mr. Walter Donald",50.0
1,male,0,546,"Nicholson, Mr. Arthur Ernest",64.0
2,female,1,547,"Beane, Mrs. Edward (Ethel Clarke)",19.0
2,male,1,548,"Padro y Manent, Mr. Julian",33.2
3,male,0,549,"Goldsmith, Mr. Frank John",33.0
2,male,1,550,"Davies, Master. John Morgan Jr",8.0
1,male,1,551,"Thayer, Mr. John Borland Jr",17.0
2,male,0,552,"Sharp, Mr. Percival James R",27.0
3,male,0,553,"O'Brien, Mr. Timothy",33.2
3,male,1,554,"Leeni, Mr. Fahim (""Philip Zenni"")",22.0
3,female,1,555,"Ohman, Miss. Velin",22.0
1,male,0,556,"Wright, Mr. George",62.0
1,female,1,557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",48.0
1,male,0,558,"Robbins, Mr. Victor",33.2
1,female,1,559,"Taussig, Mrs. Emil (Tillie Mandelbaum)",39.0
3,female,1,560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",36.0
3,male,0,561,"Morrow, Mr. Thomas Rowan",33.2
3,male,0,562,"Sivic, Mr. Husein",40.0
2,male,0,563,"Norman, Mr. Robert Douglas",28.0
3,male,0,564,"Simmons, Mr. John",33.2
3,female,0,565,"Meanwell, Miss. (Marion Ogden)",33.2
3,male,0,566,"Davies, Mr. Alfred J",24.0
3,male,0,567,"Stoytcheff, Mr. Ilia",19.0
3,female,0,568,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",29.0
3,male,0,569,"Doharr, Mr. Tannous",33.2
3,male,1,570,"Jonsson, Mr. Carl",32.0
2,male,1,571,"Harris, Mr. George",62.0
1,female,1,572,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",53.0
1,male,1,573,"Flynn, Mr. John Irwin (""Irving"")",36.0
3,female,1,574,"Kelly, Miss. Mary",33.2
3,male,0,575,"Rush, Mr. Alfred George John",16.0
3,male,0,576,"Patchett, Mr. George",19.0
2,female,1,577,"Garside, Miss. Ethel",34.0
1,female,1,578,"Silvey, Mrs. William Baird (Alice Munger)",39.0
3,female,0,579,"Caram, Mrs. Joseph (Maria Elias)",33.2
3,male,1,580,"Jussila, Mr. Eiriik",32.0
2,female,1,581,"Christy, Miss. Julie Rachel",25.0
1,female,1,582,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",39.0
2,male,0,583,"Downton, Mr. William James",54.0
1,male,0,584,"Ross, Mr. John Hugo",36.0
3,male,0,585,"Paulner, Mr. Uscher",33.2
1,female,1,586,"Taussig, Miss. Ruth",18.0
2,male,0,587,"Jarvis, Mr. John Denzil",47.0
1,male,1,588,"Frolicher-Stehli, Mr. Maxmillian",60.0
3,male,0,589,"Gilinski, Mr. Eliezer",22.0
3,male,0,590,"Murdlin, Mr. Joseph",33.2
3,male,0,591,"Rintamaki, Mr. Matti",35.0
1,female,1,592,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",52.0
3,male,0,593,"Elsbury, Mr. William James",47.0
3,female,0,594,"Bourke, Miss. Mary",33.2
2,male,0,595,"Chapman, Mr. John Henry",37.0
3,male,0,596,"Van Impe, Mr. Jean Baptiste",36.0
2,female,1,597,"Leitch, Miss. Jessie Wills",33.2
3,male,0,598,"Johnson, Mr. Alfred",49.0
3,male,0,599,"Boulos, Mr. Hanna",33.2
1,male,1,600,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",49.0
2,female,1,601,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",24.0
3,male,0,602,"Slabenoff, Mr. Petco",33.2
1,male,0,603,"Harrington, Mr. Charles H",33.2
3,male,0,604,"Torber, Mr. Ernst William",44.0
1,male,1,605,"Homer, Mr. Harry (""Mr E Haven"")",35.0
3,male,0,606,"Lindell, Mr. Edvard Bengtsson",36.0
3,male,0,607,"Karaic, Mr. Milan",30.0
1,male,1,608,"Daniel, Mr. Robert Williams",27.0
2,female,1,609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",22.0
1,female,1,610,"Shutes, Miss. Elizabeth W",40.0
3,female,0,611,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",39.0
3,male,0,612,"Jardin, Mr. Jose Neto",33.2
3,female,1,613,"Murphy, Miss. Margaret Jane",33.2
3,male,0,614,"Horgan, Mr. John",33.2
3,male,0,615,"Brocklebank, Mr. William Alfred",35.0
2,female,1,616,"Herman, Miss. Alice",24.0
3,male,0,617,"Danbom, Mr. Ernst Gilbert",34.0
3,female,0,618,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26.0
2,female,1,619,"Becker, Miss. Marion Louise",4.0
2,male,0,620,"Gavey, Mr. Lawrence",26.0
3,male,0,621,"Yasbeck, Mr. Antoni",27.0
1,male,1,622,"Kimball, Mr. Edwin Nelson Jr",42.0
3,male,1,623,"Nakid, Mr. Sahid",20.0
3,male,0,624,"Hansen, Mr. Henry Damsgaard",21.0
3,male,0,625,"Bowen, Mr. David John ""Dai""",21.0
1,male,0,626,"Sutton, Mr. Frederick",61.0
2,male,0,627,"Kirkland, Rev. Charles Leonard",57.0
1,female,1,628,"Longley, Miss. Gretchen Fiske",21.0
3,male,0,629,"Bostandyeff, Mr. Guentcho",26.0
3,male,0,630,"O'Connell, Mr. Patrick D",33.2
1,male,1,631,"Barkworth, Mr. Algernon Henry Wilson",80.0
3,male,0,632,"Lundahl, Mr. Johan Svensson",51.0
1,male,1,633,"Stahelin-Maeglin, Dr. Max",32.0
1,male,0,634,"Parr, Mr. William Henry Marsh",33.2
3,female,0,635,"Skoog, Miss. Mabel",9.0
2,female,1,636,"Davis, Miss. Mary",28.0
3,male,0,637,"Leinonen, Mr. Antti Gustaf",32.0
2,male,0,638,"Collyer, Mr. Harvey",31.0
3,female,0,639,"Panula, Mrs. Juha (Maria Emilia Ojala)",41.0
3,male,0,640,"Thorneycroft, Mr. Percival",33.2
3,male,0,641,"Jensen, Mr. Hans Peder",20.0
1,female,1,642,"Sagesser, Mlle. Emma",24.0
3,female,0,643,"Skoog, Miss. Margit Elizabeth",2.0
3,male,1,644,"Foo, Mr. Choong",33.2
3,female,1,645,"Baclini, Miss. Eugenie",0.75
1,male,1,646,"Harper, Mr. Henry Sleeper",48.0
3,male,0,647,"Cor, Mr. Liudevit",19.0
1,male,1,648,"Simonius-Blumer, Col. Oberst Alfons",56.0
3,male,0,649,"Willey, Mr. Edward",33.2
3,female,1,650,"Stanley, Miss. Amy Zillah Elsie",23.0
3,male,0,651,"Mitkoff, Mr. Mito",33.2
2,female,1,652,"Doling, Miss. Elsie",18.0
3,male,0,653,"Kalvik, Mr. Johannes Halvorsen",21.0
3,female,1,654,"O'Leary, Miss. Hanora ""Norah""",33.2
3,female,0,655,"Hegarty, Miss. Hanora ""Nora""",18.0
2,male,0,656,"Hickman, Mr. Leonard Mark",24.0
3,male,0,657,"Radeff, Mr. Alexander",33.2
3,female,0,658,"Bourke, Mrs. John (Catherine)",32.0
2,male,0,659,"Eitemiller, Mr. George Floyd",23.0
1,male,0,660,"Newell, Mr. Arthur Webster",58.0
1,male,1,661,"Frauenthal, Dr. Henry William",50.0
3,male,0,662,"Badt, Mr. Mohamed",40.0
1,male,0,663,"Colley, Mr. Edward Pomeroy",47.0
3,male,0,664,"Coleff, Mr. Peju",36.0
3,male,1,665,"Lindqvist, Mr. Eino William",20.0
2,male,0,666,"Hickman, Mr. Lewis",32.0
2,male,0,667,"Butler, Mr. Reginald Fenton",25.0
3,male,0,668,"Rommetvedt, Mr. Knud Paust",33.2
3,male,0,669,"Cook, Mr. Jacob",43.0
1,female,1,670,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",33.2
2,female,1,671,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",40.0
1,male,0,672,"Davidson, Mr. Thornton",31.0
2,male,0,673,"Mitchell, Mr. Henry Michael",70.0
2,male,1,674,"Wilhelms, Mr. Charles",31.0
2,male,0,675,"Watson, Mr. Ennis Hastings",33.2
3,male,0,676,"Edvardsson, Mr. Gustaf Hjalmar",18.0
3,male,0,677,"Sawyer, Mr. Frederick Charles",24.5
3,female,1,678,"Turja, Miss. Anna Sofia",18.0
3,female,0,679,"Goodwin, Mrs. Frederick (Augusta Tyler)",43.0
1,male,1,680,"Cardeza, Mr. Thomas Drake Martinez",36.0
3,female,0,681,"Peters, Miss. Katie",33.2
1,male,1,682,"Hassab, Mr. Hammad",27.0
3,male,0,683,"Olsvigen, Mr. Thor Anderson",20.0
3,male,0,684,"Goodwin, Mr. Charles Edward",14.0
2,male,0,685,"Brown, Mr. Thomas William Solomon",60.0
2,male,0,686,"Laroche, Mr. Joseph Philippe Lemercier",25.0
3,male,0,687,"Panula, Mr. Jaako Arnold",14.0
3,male,0,688,"Dakic, Mr. Branko",19.0
3,male,0,689,"Fischer, Mr. Eberhard Thelander",18.0
1,female,1,690,"Madill, Miss. Georgette Alexandra",15.0
1,male,1,691,"Dick, Mr. Albert Adrian",31.0
3,female,1,692,"Karun, Miss. Manca",4.0
3,male,1,693,"Lam, Mr. Ali",33.2
3,male,0,694,"Saad, Mr. Khalil",25.0
1,male,0,695,"Weir, Col. John",60.0
2,male,0,696,"Chapman, Mr. Charles Henry",52.0
3,male,0,697,"Kelly, Mr. James",44.0
3,female,1,698,"Mullens, Miss. Katherine ""Katie""",33.2
1,male,0,699,"Thayer, Mr. John Borland",49.0
3,male,0,700,"Humblen, Mr. Adolf Mathias Nicolai Olsen",42.0
1,female,1,701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",18.0
1,male,1,702,"Silverthorne, Mr. Spencer Victor",35.0
3,female,0,703,"Barbara, Miss. Saiide",18.0
3,male,0,704,"Gallagher, Mr. Martin",25.0
3,male,0,705,"Hansen, Mr. Henrik Juul",26.0
2,male,0,706,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",39.0
2,female,1,707,"Kelly, Mrs. Florence ""Fannie""",45.0
1,male,1,708,"Calderhead, Mr. Edward Pennington",42.0
1,female,1,709,"Cleaver, Miss. Alice",22.0
3,male,1,710,"Moubarek, Master. Halim Gonios (""William George"")",33.2
1,female,1,711,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",24.0
1,male,0,712,"Klaber, Mr. Herman",33.2
1,male,1,713,"Taylor, Mr. Elmer Zebley",48.0
3,male,0,714,"Larsson, Mr. August Viktor",29.0
2,male,0,715,"Greenberg, Mr. Samuel",52.0
3,male,0,716,"Soholt, Mr. Peter Andreas Lauritz Andersen",19.0
1,female,1,717,"Endres, Miss. Caroline Louise",38.0
2,female,1,718,"Troutt, Miss. Edwina Celia ""Winnie""",27.0
3,male,0,719,"McEvoy, Mr. Michael",33.2
3,male,0,720,"Johnson, Mr. Malkolm Joackim",33.0
2,female,1,721,"Harper, Miss. Annie Jessie ""Nina""",6.0
3,male,0,722,"Jensen, Mr. Svend Lauritz",17.0
2,male,0,723,"Gillespie, Mr. William Henry",34.0
2,male,0,724,"Hodges, Mr. Henry Price",50.0
1,male,1,725,"Chambers, Mr. Norman Campbell",27.0
3,male,0,726,"Oreskovic, Mr. Luka",20.0
2,female,1,727,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",30.0
3,female,1,728,"Mannion, Miss. Margareth",33.2
2,male,0,729,"Bryhl, Mr. Kurt Arnold Gottfrid",25.0
3,female,0,730,"Ilmakangas, Miss. Pieta Sofia",25.0
1,female,1,731,"Allen, Miss. Elisabeth Walton",29.0
3,male,0,732,"Hassan, Mr. Houssein G N",11.0
2,male,0,733,"Knight, Mr. Robert J",33.2
2,male,0,734,"Berriman, Mr. William John",23.0
2,male,0,735,"Troupiansky, Mr. Moses Aaron",23.0
3,male,0,736,"Williams, Mr. Leslie",28.5
3,female,0,737,"Ford, Mrs. Edward (Margaret Ann Watson)",48.0
1,male,1,738,"Lesurer, Mr. Gustave J",35.0
3,male,0,739,"Ivanoff, Mr. Kanio",33.2
3,male,0,740,"Nankoff, Mr. Minko",33.2
1,male,1,741,"Hawksford, Mr. Walter James",33.2
1,male,0,742,"Cavendish, Mr. Tyrell William",36.0
1,female,1,743,"Ryerson, Miss. Susan Parker ""Suzette""",21.0
3,male,0,744,"McNamee, Mr. Neal",24.0
3,male,1,745,"Stranden, Mr. Juho",31.0
1,male,0,746,"Crosby, Capt. Edward Gifford",70.0
3,male,0,747,"Abbott, Mr. Rossmore Edward",16.0
2,female,1,748,"Sinkkonen, Miss. Anna",30.0
1,male,0,749,"Marvin, Mr. Daniel Warner",19.0
3,male,0,750,"Connaghton, Mr. Michael",31.0
2,female,1,751,"Wells, Miss. Joan",4.0
3,male,1,752,"Moor, Master. Meier",6.0
3,male,0,753,"Vande Velde, Mr. Johannes Joseph",33.0
3,male,0,754,"Jonkoff, Mr. Lalio",23.0
2,female,1,755,"Herman, Mrs. Samuel (Jane Laver)",48.0
2,male,1,756,"Hamalainen, Master. Viljo",0.67
3,male,0,757,"Carlsson, Mr. August Sigfrid",28.0
2,male,0,758,"Bailey, Mr. Percy Andrew",18.0
3,male,0,759,"Theobald, Mr. Thomas Leonard",34.0
1,female,1,760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",33.0
3,male,0,761,"Garfirth, Mr. John",33.2
3,male,0,762,"Nirva, Mr. Iisakki Antino Aijo",41.0
3,male,1,763,"Barah, Mr. Hanna Assi",20.0
1,female,1,764,"Carter, Mrs. William Ernest (Lucile Polk)",36.0
3,male,0,765,"Eklund, Mr. Hans Linus",16.0
1,female,1,766,"Hogeboom, Mrs. John C (Anna Andrews)",51.0
1,male,0,767,"Brewe, Dr. Arthur Jackson",33.2
3,female,0,768,"Mangan, Miss. Mary",30.5
3,male,0,769,"Moran, Mr. Daniel J",33.2
3,male,0,770,"Gronnestad, Mr. Daniel Danielsen",32.0
3,male,0,771,"Lievens, Mr. Rene Aime",24.0
3,male,0,772,"Jensen, Mr. Niels Peder",48.0
2,female,0,773,"Mack, Mrs. (Mary)",57.0
3,male,0,774,"Elias, Mr. Dibo",33.2
2,female,1,775,"Hocking, Mrs. Elizabeth (Eliza Needs)",54.0
3,male,0,776,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18.0
3,male,0,777,"Tobin, Mr. Roger",33.2
3,female,1,778,"Emanuel, Miss. Virginia Ethel",5.0
3,male,0,779,"Kilgannon, Mr. Thomas J",33.2
1,female,1,780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",43.0
3,female,1,781,"Ayoub, Miss. Banoura",13.0
1,female,1,782,"Dick, Mrs. Albert Adrian (Vera Gillespie)",17.0
1,male,0,783,"Long, Mr. Milton Clyde",29.0
3,male,0,784,"Johnston, Mr. Andrew G",33.2
3,male,0,785,"Ali, Mr. William",25.0
3,male,0,786,"Harmer, Mr. Abraham (David Lishin)",25.0
3,female,1,787,"Sjoblom, Miss. Anna Sofia",18.0
3,male,0,788,"Rice, Master. George Hugh",8.0
3,male,1,789,"Dean, Master. Bertram Vere",1.0
1,male,0,790,"Guggenheim, Mr. Benjamin",46.0
3,male,0,791,"Keane, Mr. Andrew ""Andy""",33.2
2,male,0,792,"Gaskell, Mr. Alfred",16.0
3,female,0,793,"Sage, Miss. Stella Anna",33.2
1,male,0,794,"Hoyt, Mr. William Fisher",33.2
3,male,0,795,"Dantcheff, Mr. Ristiu",25.0
2,male,0,796,"Otter, Mr. Richard",39.0
1,female,1,797,"Leader, Dr. Alice (Farnham)",49.0
3,female,1,798,"Osman, Mrs. Mara",31.0
3,male,0,799,"Ibrahim Shawah, Mr. Yousseff",30.0
3,female,0,800,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",30.0
2,male,0,801,"Ponesell, Mr. Martin",34.0
2,female,1,802,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",31.0
1,male,1,803,"Carter, Master. William Thornton II",11.0
3,male,1,804,"Thomas, Master. Assad Alexander",0.42
3,male,1,805,"Hedman, Mr. Oskar Arvid",27.0
3,male,0,806,"Johansson, Mr. Karl Johan",31.0
1,male,0,807,"Andrews, Mr. Thomas Jr",39.0
3,female,0,808,"Pettersson, Miss. Ellen Natalia",18.0
2,male,0,809,"Meyer, Mr. August",39.0
1,female,1,810,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",33.0
3,male,0,811,"Alexander, Mr. William",26.0
3,male,0,812,"Lester, Mr. James",39.0
2,male,0,813,"Slemen, Mr. Richard James",35.0
3,female,0,814,"Andersson, Miss. Ebba Iris Alfrida",6.0
3,male,0,815,"Tomlin, Mr. Ernest Portage",30.5
1,male,0,816,"Fry, Mr. Richard",33.2
3,female,0,817,"Heininen, Miss. Wendla Maria",23.0
2,male,0,818,"Mallet, Mr. Albert",31.0
3,male,0,819,"Holm, Mr. John Fredrik Alexander",43.0
3,male,0,820,"Skoog, Master. Karl Thorsten",10.0
1,female,1,821,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",52.0
3,male,1,822,"Lulic, Mr. Nikola",27.0
1,male,0,823,"Reuchlin, Jonkheer. John George",38.0
3,female,1,824,"Moor, Mrs. (Beila)",27.0
3,male,0,825,"Panula, Master. Urho Abraham",2.0
3,male,0,826,"Flynn, Mr. John",33.2
3,male,0,827,"Lam, Mr. Len",33.2
2,male,1,828,"Mallet, Master. Andre",1.0
3,male,1,829,"McCormack, Mr. Thomas Joseph",33.2
1,female,1,830,"Stone, Mrs. George Nelson (Martha Evelyn)",62.0
3,female,1,831,"Yasbeck, Mrs. Antoni (Selini Alexander)",15.0
2,male,1,832,"Richards, Master. George Sibley",0.83
3,male,0,833,"Saad, Mr. Amin",33.2
3,male,0,834,"Augustsson, Mr. Albert",23.0
3,male,0,835,"Allum, Mr. Owen George",18.0
1,female,1,836,"Compton, Miss. Sara Rebecca",39.0
3,male,0,837,"Pasic, Mr. Jakob",21.0
3,male,0,838,"Sirota, Mr. Maurice",33.2
3,male,1,839,"Chip, Mr. Chang",32.0
1,male,1,840,"Marechal, Mr. Pierre",33.2
3,male,0,841,"Alhomaki, Mr. Ilmari Rudolf",20.0
2,male,0,842,"Mudd, Mr. Thomas Charles",16.0
1,female,1,843,"Serepeca, Miss. Augusta",30.0
3,male,0,844,"Lemberopolous, Mr. Peter L",34.5
3,male,0,845,"Culumovic, Mr. Jeso",17.0
3,male,0,846,"Abbing, Mr. Anthony",42.0
3,male,0,847,"Sage, Mr. Douglas Bullen",33.2
3,male,0,848,"Markoff, Mr. Marin",35.0
2,male,0,849,"Harper, Rev. John",28.0
1,female,1,850,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",33.2
3,male,0,851,"Andersson, Master. Sigvard Harald Elias",4.0
3,male,0,852,"Svensson, Mr. Johan",74.0
3,female,0,853,"Boulos, Miss. Nourelain",9.0
1,female,1,854,"Lines, Miss. Mary Conover",16.0
2,female,0,855,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",44.0
3,female,1,856,"Aks, Mrs. Sam (Leah Rosen)",18.0
1,female,1,857,"Wick, Mrs. George Dennick (Mary Hitchcock)",45.0
1,male,1,858,"Daly, Mr. Peter Denis ",51.0
3,female,1,859,"Baclini, Mrs. Solomon (Latifa Qurban)",24.0
3,male,0,860,"Razi, Mr. Raihed",33.2
3,male,0,861,"Hansen, Mr. Claus Peter",41.0
2,male,0,862,"Giles, Mr. Frederick Edward",21.0
1,female,1,863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",48.0
3,female,0,864,"Sage, Miss. Dorothy Edith ""Dolly""",33.2
2,male,0,865,"Gill, Mr. John William",24.0
2,female,1,866,"Bystrom, Mrs. (Karolina)",42.0
2,female,1,867,"Duran y More, Miss. Asuncion",27.0
1,male,0,868,"Roebling, Mr. Washington Augustus II",31.0
3,male,0,869,"van Melkebeke, Mr. Philemon",33.2
3,male,1,870,"Johnson, Master. Harold Theodor",4.0
3,male,0,871,"Balkic, Mr. Cerin",26.0
1,female,1,872,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",47.0
1,male,0,873,"Carlsson, Mr. Frans Olof",33.0
3,male,0,874,"Vander Cruyssen, Mr. Victor",47.0
2,female,1,875,"Abelson, Mrs. Samuel (Hannah Wizosky)",28.0
3,female,1,876,"Najib, Miss. Adele Kiamie ""Jane""",15.0
3,male,0,877,"Gustafsson, Mr. Alfred Ossian",20.0
3,male,0,878,"Petroff, Mr. Nedelio",19.0
3,male,0,879,"Laleff, Mr. Kristo",33.2
1,female,1,880,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",56.0
2,female,1,881,"Shelley, Mrs. William (Imanita Parrish Hall)",25.0
3,male,0,882,"Markun, Mr. Johann",33.0
3,female,0,883,"Dahlberg, Miss. Gerda Ulrika",22.0
2,male,0,884,"Banfield, Mr. Frederick James",28.0
3,male,0,885,"Sutehall, Mr. Henry Jr",25.0
3,female,0,886,"Rice, Mrs. William (Margaret Norton)",39.0
2,male,0,887,"Montvila, Rev. Juozas",27.0
1,female,1,888,"Graham, Miss. Margaret Edith",19.0
3,female,0,889,"Johnston, Miss. Catherine Helen ""Carrie""",33.2
1,male,1,890,"Behr, Mr. Karl Howell",26.0
3,male,0,891,"Dooley, Mr. Patrick",32.0
3,male,0,892,"Mckinney, Col. David",36.8
3,female,0,893,"Prince, Lady. Diana",12.7
1,male,0,894,"Taylor, Sir. Christopher",56.8
3,female,0,895,"Guzman, Miss. Cheryl",0.4
2,female,1,896,"Green, Countess. Emily",26.2
2,male,0,897,"Proctor, Col. Andrew",41.3
2,male,0,898,"Anderson, Rev. Patrick",31.7
2,female,0,899,"Edwards, Countess. Michele",31.9
1,female,1,900,"Fuller, Mrs. Elizabeth",38.1
1,male,0,901,"Nichols, Mr. Miguel",45.9
2,female,1,902,"Thompson, Miss. Amy",19.9
1,male,1,903,"Espinoza, Dr. Jonathan",41.5
1,male,1,904,"Scott, Mr. Bradley",31.7
3,male,1,905,"Morales, Dr. Kevin",28.1
1,male,0,906,"Miller, Rev. Timothy",52.2
3,male,0,907,"Wiley, Rev. Joshua",37.5
2,female,1,908,"Vincent, Countess. Angela",42.6
1,male,0,909,"Burgess, Major. Scott",28.0
1,male,0,910,"Woods, Mr. Jose",55.5
