Embarked,Survived,PassengerId,Name,Pclass,Sex,Age
S,0,424,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",3,female,28.0
S,0,425,"Rosblom, Mr. Viktor Richard",3,male,18.0
S,0,426,"Wiseman, Mr. Phillippe",3,male,33.2
S,1,427,"Clarke, Mrs. Charles V (Ada Maria Winfield)",2,female,28.0
S,1,428,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",2,female,19.0
Q,0,429,"Flynn, Mr. James",3,male,33.2
S,1,430,"Pickard, Mr. Berk (Berk Trembisky)",3,male,32.0
S,1,431,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",1,male,28.0
S,1,432,"Thorneycroft, Mrs. Percival (Florence Kate White)",3,female,33.2
S,1,433,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",2,female,42.0
S,0,434,"Kallio, Mr. Nikolai Erland",3,male,17.0
S,0,435,"Silvey, Mr. William Baird",1,male,50.0
S,1,436,"Carter, Miss. Lucile Polk",1,female,14.0
S,0,437,"Ford, Miss. Doolina Margaret ""Daisy""",3,female,21.0
S,1,438,"Richards, Mrs. Sidney (Emily Hocking)",2,female,24.0
S,0,439,"Fortune, Mr. Mark",1,male,64.0
S,0,440,"Kvillner, Mr. Johan Henrik Johannesson",2,male,31.0
S,1,441,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",2,female,45.0
S,0,442,"Hampe, Mr. Leon",3,male,20.0
S,0,443,"Petterson, Mr. Johan Emil",3,male,25.0
S,1,444,"Reynaldo, Ms. Encarnacion",2,female,28.0
S,1,445,"Johannesen-Bratthammer, Mr. Bernt",3,male,33.2
S,1,446,"Dodge, Master. Washington",1,male,4.0
S,1,447,"Mellinger, Miss. Madeleine Violet",2,female,13.0
S,1,448,"Seward, Mr. Frederic Kimber",1,male,34.0
C,1,449,"Baclini, Miss. Marie Catherine",3,female,5.0
S,1,450,"Peuchen, Major. Arthur Godfrey",1,male,52.0
S,0,451,"West, Mr. Edwy Arthur",2,male,36.0
S,0,452,"Hagland, Mr. Ingvald Olai Olsen",3,male,33.2
C,0,453,"Foreman, Mr. Benjamin Laventall",1,male,30.0
C,1,454,"Goldenberg, Mr. Samuel L",1,male,49.0
S,0,455,"Peduzzi, Mr. Joseph",3,male,33.2
C,1,456,"Jalsevac, Mr. Ivan",3,male,29.0
S,0,457,"Millet, Mr. Francis Davis",1,male,65.0
S,1,458,"Kenyon, Mrs. Frederick R (Marion)",1,female,33.2
S,1,459,"Toomey, Miss. Ellen",2,female,50.0
Q,0,460,"O'Connor, Mr. Maurice",3,male,33.2
S,1,461,"Anderson, Mr. Harry",1,male,48.0
S,0,462,"Morley, Mr. William",3,male,34.0
S,0,463,"Gee, Mr. Arthur H",1,male,47.0
S,0,464,"Milling, Mr. Jacob Christian",2,male,48.0
S,0,465,"Maisner, Mr. Simon",3,male,33.2
S,0,466,"Goncalves, Mr. Manuel Estanslas",3,male,38.0
S,0,467,"Campbell, Mr. William",2,male,33.2
S,0,468,"Smart, Mr. John Montgomery",1,male,56.0
Q,0,469,"Scanlan, Mr. James",3,male,33.2
C,1,470,"Baclini, Miss. Helene Barbara",3,female,0.75
S,0,471,"Keefe, Mr. Arthur",3,male,33.2
S,0,472,"Cacic, Mr. Luka",3,male,38.0
S,1,473,"West, Mrs. Edwy Arthur (Ada Mary Worth)",2,female,33.0
C,1,474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",2,female,23.0
S,0,475,"Strandberg, Miss. Ida Sofia",3,female,22.0
S,0,476,"Clifford, Mr. George Quincy",1,male,33.2
S,0,477,"Renouf, Mr. Peter Henry",2,male,34.0
S,0,478,"Braund, Mr. Lewis Richard",3,male,29.0
S,0,479,"Karlsson, Mr. Nils August",3,male,22.0
S,1,480,"Hirvonen, Miss. Hildur E",3,female,2.0
S,0,481,"Goodwin, Master. Harold Victor",3,male,9.0
S,0,482,"Frost, Mr. Anthony Wood ""Archie""",2,male,33.2
S,0,483,"Rouse, Mr. Richard Henry",3,male,50.0
S,1,484,"Turkula, Mrs. (Hedwig)",3,female,63.0
C,1,485,"Bishop, Mr. Dickinson H",1,male,25.0
S,0,486,"Lefebre, Miss. Jeannie",3,female,33.2
S,1,487,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",1,female,35.0
C,0,488,"Kent, Mr. Edward Austin",1,male,58.0
S,0,489,"Somerton, Mr. Francis William",3,male,30.0
S,1,490,"Coutts, Master. Eden Leslie ""Neville""",3,male,9.0
S,0,491,"Hagland, Mr. Konrad Mathias Reiersen",3,male,33.2
S,0,492,"Windelov, Mr. Einar",3,male,21.0
S,0,493,"Molson, Mr. Harry Markland",1,male,55.0
C,0,494,"Artagaveytia, Mr. Ramon",1,male,71.0
S,0,495,"Stanley, Mr. Edward Roland",3,male,21.0
C,0,496,"Yousseff, Mr. Gerious",3,male,33.2
C,1,497,"Eustis, Miss. Elizabeth Mussey",1,female,54.0
S,0,498,"Shellard, Mr. Frederick William",3,male,33.2
S,0,499,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",1,female,25.0
S,0,500,"Svensson, Mr. Olof",3,male,24.0
S,0,501,"Calic, Mr. Petar",3,male,17.0
Q,0,502,"Canavan, Miss. Mary",3,female,21.0
Q,0,503,"O'Sullivan, Miss. Bridget Mary",3,female,33.2
S,0,504,"Laitinen, Miss. Kristina Sofia",3,female,37.0
S,1,505,"Maioni, Miss. Roberta",1,female,16.0
C,0,506,"Penasco y Castellana, Mr. Victor de Satode",1,male,18.0
S,1,507,"Quick, Mrs. Frederick Charles (Jane Richards)",2,female,33.0
S,1,508,"Bradley, Mr. George (""George Arthur Brayton"")",1,male,33.2
S,0,509,"Olsen, Mr. Henry Margido",3,male,28.0
S,1,510,"Lang, Mr. Fang",3,male,26.0
Q,1,511,"Daly, Mr. Eugene Patrick",3,male,29.0
S,0,512,"Webber, Mr. James",3,male,33.2
S,1,513,"McGough, Mr. James Robert",1,male,36.0
C,1,514,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,female,54.0
S,0,515,"Coleff, Mr. Satio",3,male,24.0
S,0,516,"Walker, Mr. William Anderson",1,male,47.0
S,1,517,"Lemore, Mrs. (Amelia Milley)",2,female,34.0
Q,0,518,"Ryan, Mr. Patrick",3,male,33.2
S,1,519,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",2,female,36.0
S,0,520,"Pavlovic, Mr. Stefo",3,male,32.0
S,1,521,"Perreault, Miss. Anne",1,female,30.0
S,0,522,"Vovk, Mr. Janko",3,male,22.0
C,0,523,"Lahoud, Mr. Sarkis",3,male,33.2
C,1,524,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,female,44.0
C,0,525,"Kassem, Mr. Fared",3,male,33.2
Q,0,526,"Farrell, Mr. James",3,male,40.5
S,1,527,"Ridsdale, Miss. Lucy",2,female,50.0
S,0,528,"Farthing, Mr. John",1,male,33.2
S,0,529,"Salonen, Mr. Johan Werner",3,male,39.0
S,0,530,"Hocking, Mr. Richard George",2,male,23.0
S,1,531,"Quick, Miss. Phyllis May",2,female,2.0
C,0,532,"Toufik, Mr. Nakli",3,male,33.2
C,0,533,"Elias, Mr. Joseph Jr",3,male,17.0
C,1,534,"Peter, Mrs. Catherine (Catherine Rizk)",3,female,33.2
S,0,535,"Cacic, Miss. Marija",3,female,30.0
S,1,536,"Hart, Miss. Eva Miriam",2,female,7.0
S,0,537,"Butt, Major. Archibald Willingham",1,male,45.0
C,1,538,"LeRoy, Miss. Bertha",1,female,30.0
S,0,539,"Risien, Mr. Samuel Beard",3,male,33.2
C,1,540,"Frolicher, Miss. Hedwig Margaritha",1,female,22.0
S,1,541,"Crosby, Miss. Harriet R",1,female,36.0
S,0,542,"Andersson, Miss. Ingeborg Constanzia",3,female,9.0
S,0,543,"Andersson, Miss. Sigrid Elisabeth",3,female,11.0
S,1,544,"Beane, Mr. Edward",2,male,32.0
C,0,545,"Douglas, Mr. Walter Donald",1,male,50.0
S,0,546,"Nicholson, Mr. Arthur Ernest",1,male,64.0
S,1,547,"Beane, Mrs. Edward (Ethel Clarke)",2,female,19.0
C,1,548,"Padro y Manent, Mr. Julian",2,male,33.2
S,0,549,"Goldsmith, Mr. Frank John",3,male,33.0
S,1,550,"Davies, Master. John Morgan Jr",2,male,8.0
C,1,551,"Thayer, Mr. John Borland Jr",1,male,17.0
S,0,552,"Sharp, Mr. Percival James R",2,male,27.0
Q,0,553,"O'Brien, Mr. Timothy",3,male,33.2
C,1,554,"Leeni, Mr. Fahim (""Philip Zenni"")",3,male,22.0
S,1,555,"Ohman, Miss. Velin",3,female,22.0
S,0,556,"Wright, Mr. George",1,male,62.0
C,1,557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,female,48.0
C,0,558,"Robbins, Mr. Victor",1,male,33.2
S,1,559,"Taussig, Mrs. Emil (Tillie Mandelbaum)",1,female,39.0
S,1,560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",3,female,36.0
Q,0,561,"Morrow, Mr. Thomas Rowan",3,male,33.2
S,0,562,"Sivic, Mr. Husein",3,male,40.0
S,0,563,"Norman, Mr. Robert Douglas",2,male,28.0
S,0,564,"Simmons, Mr. John",3,male,33.2
S,0,565,"Meanwell, Miss. (Marion Ogden)",3,female,33.2
S,0,566,"Davies, Mr. Alfred J",3,male,24.0
S,0,567,"Stoytcheff, Mr. Ilia",3,male,19.0
S,0,568,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",3,female,29.0
C,0,569,"Doharr, Mr. Tannous",3,male,33.2
S,1,570,"Jonsson, Mr. Carl",3,male,32.0
S,1,571,"Harris, Mr. George",2,male,62.0
S,1,572,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",1,female,53.0
S,1,573,"Flynn, Mr. John Irwin (""Irving"")",1,male,36.0
Q,1,574,"Kelly, Miss. Mary",3,female,33.2
S,0,575,"Rush, Mr. Alfred George John",3,male,16.0
S,0,576,"Patchett, Mr. George",3,male,19.0
S,1,577,"Garside, Miss. Ethel",2,female,34.0
S,1,578,"Silvey, Mrs. William Baird (Alice Munger)",1,female,39.0
C,0,579,"Caram, Mrs. Joseph (Maria Elias)",3,female,33.2
S,1,580,"Jussila, Mr. Eiriik",3,male,32.0
S,1,581,"Christy, Miss. Julie Rachel",2,female,25.0
C,1,582,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1,female,39.0
S,0,583,"Downton, Mr. William James",2,male,54.0
C,0,584,"Ross, Mr. John Hugo",1,male,36.0
C,0,585,"Paulner, Mr. Uscher",3,male,33.2
S,1,586,"Taussig, Miss. Ruth",1,female,18.0
S,0,587,"Jarvis, Mr. John Denzil",2,male,47.0
C,1,588,"Frolicher-Stehli, Mr. Maxmillian",1,male,60.0
S,0,589,"Gilinski, Mr. Eliezer",3,male,22.0
S,0,590,"Murdlin, Mr. Joseph",3,male,33.2
S,0,591,"Rintamaki, Mr. Matti",3,male,35.0
C,1,592,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",1,female,52.0
S,0,593,"Elsbury, Mr. William James",3,male,47.0
Q,0,594,"Bourke, Miss. Mary",3,female,33.2
S,0,595,"Chapman, Mr. John Henry",2,male,37.0
S,0,596,"Van Impe, Mr. Jean Baptiste",3,male,36.0
S,1,597,"Leitch, Miss. Jessie Wills",2,female,33.2
S,0,598,"Johnson, Mr. Alfred",3,male,49.0
C,0,599,"Boulos, Mr. Hanna",3,male,33.2
C,1,600,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",1,male,49.0
S,1,601,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",2,female,24.0
S,0,602,"Slabenoff, Mr. Petco",3,male,33.2
S,0,603,"Harrington, Mr. Charles H",1,male,33.2
S,0,604,"Torber, Mr. Ernst William",3,male,44.0
C,1,605,"Homer, Mr. Harry (""Mr E Haven"")",1,male,35.0
S,0,606,"Lindell, Mr. Edvard Bengtsson",3,male,36.0
S,0,607,"Karaic, Mr. Milan",3,male,30.0
S,1,608,"Daniel, Mr. Robert Williams",1,male,27.0
C,1,609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",2,female,22.0
S,1,610,"Shutes, Miss. Elizabeth W",1,female,40.0
S,0,611,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",3,female,39.0
S,0,612,"Jardin, Mr. Jose Neto",3,male,33.2
Q,1,613,"Murphy, Miss. Margaret Jane",3,female,33.2
Q,0,614,"Horgan, Mr. John",3,male,33.2
S,0,615,"Brocklebank, Mr. William Alfred",3,male,35.0
S,1,616,"Herman, Miss. Alice",2,female,24.0
S,0,617,"Danbom, Mr. Ernst Gilbert",3,male,34.0
S,0,618,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",3,female,26.0
S,1,619,"Becker, Miss. Marion Louise",2,female,4.0
S,0,620,"Gavey, Mr. Lawrence",2,male,26.0
C,0,621,"Yasbeck, Mr. Antoni",3,male,27.0
S,1,622,"Kimball, Mr. Edwin Nelson Jr",1,male,42.0
C,1,623,"Nakid, Mr. Sahid",3,male,20.0
S,0,624,"Hansen, Mr. Henry Damsgaard",3,male,21.0
S,0,625,"Bowen, Mr. David John ""Dai""",3,male,21.0
S,0,626,"Sutton, Mr. Frederick",1,male,61.0
Q,0,627,"Kirkland, Rev. Charles Leonard",2,male,57.0
S,1,628,"Longley, Miss. Gretchen Fiske",1,female,21.0
S,0,629,"Bostandyeff, Mr. Guentcho",3,male,26.0
Q,0,630,"O'Connell, Mr. Patrick D",3,male,33.2
S,1,631,"Barkworth, Mr. Algernon Henry Wilson",1,male,80.0
S,0,632,"Lundahl, Mr. Johan Svensson",3,male,51.0
C,1,633,"Stahelin-Maeglin, Dr. Max",1,male,32.0
S,0,634,"Parr, Mr. William Henry Marsh",1,male,33.2
S,0,635,"Skoog, Miss. Mabel",3,female,9.0
S,1,636,"Davis, Miss. Mary",2,female,28.0
S,0,637,"Leinonen, Mr. Antti Gustaf",3,male,32.0
S,0,638,"Collyer, Mr. Harvey",2,male,31.0
S,0,639,"Panula, Mrs. Juha (Maria Emilia Ojala)",3,female,41.0
S,0,640,"Thorneycroft, Mr. Percival",3,male,33.2
S,0,641,"Jensen, Mr. Hans Peder",3,male,20.0
C,1,642,"Sagesser, Mlle. Emma",1,female,24.0
S,0,643,"Skoog, Miss. Margit Elizabeth",3,female,2.0
S,1,644,"Foo, Mr. Choong",3,male,33.2
C,1,645,"Baclini, Miss. Eugenie",3,female,0.75
C,1,646,"Harper, Mr. Henry Sleeper",1,male,48.0
S,0,647,"Cor, Mr. Liudevit",3,male,19.0
C,1,648,"Simonius-Blumer, Col. Oberst Alfons",1,male,56.0
S,0,649,"Willey, Mr. Edward",3,male,33.2
S,1,650,"Stanley, Miss. Amy Zillah Elsie",3,female,23.0
S,0,651,"Mitkoff, Mr. Mito",3,male,33.2
S,1,652,"Doling, Miss. Elsie",2,female,18.0
S,0,653,"Kalvik, Mr. Johannes Halvorsen",3,male,21.0
Q,1,654,"O'Leary, Miss. Hanora ""Norah""",3,female,33.2
Q,0,655,"Hegarty, Miss. Hanora ""Nora""",3,female,18.0
S,0,656,"Hickman, Mr. Leonard Mark",2,male,24.0
S,0,657,"Radeff, Mr. Alexander",3,male,33.2
Q,0,658,"Bourke, Mrs. John (Catherine)",3,female,32.0
S,0,659,"Eitemiller, Mr. George Floyd",2,male,23.0
C,0,660,"Newell, Mr. Arthur Webster",1,male,58.0
S,1,661,"Frauenthal, Dr. Henry William",1,male,50.0
C,0,662,"Badt, Mr. Mohamed",3,male,40.0
S,0,663,"Colley, Mr. Edward Pomeroy",1,male,47.0
S,0,664,"Coleff, Mr. Peju",3,male,36.0
S,1,665,"Lindqvist, Mr. Eino William",3,male,20.0
S,0,666,"Hickman, Mr. Lewis",2,male,32.0
S,0,667,"Butler, Mr. Reginald Fenton",2,male,25.0
S,0,668,"Rommetvedt, Mr. Knud Paust",3,male,33.2
S,0,669,"Cook, Mr. Jacob",3,male,43.0
S,1,670,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1,female,33.2
S,1,671,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",2,female,40.0
S,0,672,"Davidson, Mr. Thornton",1,male,31.0
S,0,673,"Mitchell, Mr. Henry Michael",2,male,70.0
S,1,674,"Wilhelms, Mr. Charles",2,male,31.0
S,0,675,"Watson, Mr. Ennis Hastings",2,male,33.2
S,0,676,"Edvardsson, Mr. Gustaf Hjalmar",3,male,18.0
S,0,677,"Sawyer, Mr. Frederick Charles",3,male,24.5
S,1,678,"Turja, Miss. Anna Sofia",3,female,18.0
S,0,679,"Goodwin, Mrs. Frederick (Augusta Tyler)",3,female,43.0
C,1,680,"Cardeza, Mr. Thomas Drake Martinez",1,male,36.0
Q,0,681,"Peters, Miss. Katie",3,female,33.2
C,1,682,"Hassab, Mr. Hammad",1,male,27.0
S,0,683,"Olsvigen, Mr. Thor Anderson",3,male,20.0
S,0,684,"Goodwin, Mr. Charles Edward",3,male,14.0
S,0,685,"Brown, Mr. Thomas William Solomon",2,male,60.0
C,0,686,"Laroche, Mr. Joseph Philippe Lemercier",2,male,25.0
S,0,687,"Panula, Mr. Jaako Arnold",3,male,14.0
S,0,688,"Dakic, Mr. Branko",3,male,19.0
S,0,689,"Fischer, Mr. Eberhard Thelander",3,male,18.0
S,1,690,"Madill, Miss. Georgette Alexandra",1,female,15.0
S,1,691,"Dick, Mr. Albert Adrian",1,male,31.0
C,1,692,"Karun, Miss. Manca",3,female,4.0
S,1,693,"Lam, Mr. Ali",3,male,33.2
C,0,694,"Saad, Mr. Khalil",3,male,25.0
S,0,695,"Weir, Col. John",1,male,60.0
S,0,696,"Chapman, Mr. Charles Henry",2,male,52.0
S,0,697,"Kelly, Mr. James",3,male,44.0
Q,1,698,"Mullens, Miss. Katherine ""Katie""",3,female,33.2
C,0,699,"Thayer, Mr. John Borland",1,male,49.0
S,0,700,"Humblen, Mr. Adolf Mathias Nicolai Olsen",3,male,42.0
C,1,701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",1,female,18.0
S,1,702,"Silverthorne, Mr. Spencer Victor",1,male,35.0
C,0,703,"Barbara, Miss. Saiide",3,female,18.0
Q,0,704,"Gallagher, Mr. Martin",3,male,25.0
S,0,705,"Hansen, Mr. Henrik Juul",3,male,26.0
S,0,706,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",2,male,39.0
S,1,707,"Kelly, Mrs. Florence ""Fannie""",2,female,45.0
S,1,708,"Calderhead, Mr. Edward Pennington",1,male,42.0
S,1,709,"Cleaver, Miss. Alice",1,female,22.0
C,1,710,"Moubarek, Master. Halim Gonios (""William George"")",3,male,33.2
C,1,711,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",1,female,24.0
S,0,712,"Klaber, Mr. Herman",1,male,33.2
S,1,713,"Taylor, Mr. Elmer Zebley",1,male,48.0
S,0,714,"Larsson, Mr. August Viktor",3,male,29.0
S,0,715,"Greenberg, Mr. Samuel",2,male,52.0
S,0,716,"Soholt, Mr. Peter Andreas Lauritz Andersen",3,male,19.0
C,1,717,"Endres, Miss. Caroline Louise",1,female,38.0
S,1,718,"Troutt, Miss. Edwina Celia ""Winnie""",2,female,27.0
Q,0,719,"McEvoy, Mr. Michael",3,male,33.2
S,0,720,"Johnson, Mr. Malkolm Joackim",3,male,33.0
S,1,721,"Harper, Miss. Annie Jessie ""Nina""",2,female,6.0
S,0,722,"Jensen, Mr. Svend Lauritz",3,male,17.0
S,0,723,"Gillespie, Mr. William Henry",2,male,34.0
S,0,724,"Hodges, Mr. Henry Price",2,male,50.0
S,1,725,"Chambers, Mr. Norman Campbell",1,male,27.0
S,0,726,"Oreskovic, Mr. Luka",3,male,20.0
S,1,727,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",2,female,30.0
Q,1,728,"Mannion, Miss. Margareth",3,female,33.2
S,0,729,"Bryhl, Mr. Kurt Arnold Gottfrid",2,male,25.0
S,0,730,"Ilmakangas, Miss. Pieta Sofia",3,female,25.0
S,1,731,"Allen, Miss. Elisabeth Walton",1,female,29.0
C,0,732,"Hassan, Mr. Houssein G N",3,male,11.0
S,0,733,"Knight, Mr. Robert J",2,male,33.2
S,0,734,"Berriman, Mr. William John",2,male,23.0
S,0,735,"Troupiansky, Mr. Moses Aaron",2,male,23.0
S,0,736,"Williams, Mr. Leslie",3,male,28.5
S,0,737,"Ford, Mrs. Edward (Margaret Ann Watson)",3,female,48.0
C,1,738,"Lesurer, Mr. Gustave J",1,male,35.0
S,0,739,"Ivanoff, Mr. Kanio",3,male,33.2
S,0,740,"Nankoff, Mr. Minko",3,male,33.2
S,1,741,"Hawksford, Mr. Walter James",1,male,33.2
S,0,742,"Cavendish, Mr. Tyrell William",1,male,36.0
C,1,743,"Ryerson, Miss. Susan Parker ""Suzette""",1,female,21.0
S,0,744,"McNamee, Mr. Neal",3,male,24.0
S,1,745,"Stranden, Mr. Juho",3,male,31.0
S,0,746,"Crosby, Capt. Edward Gifford",1,male,70.0
S,0,747,"Abbott, Mr. Rossmore Edward",3,male,16.0
S,1,748,"Sinkkonen, Miss. Anna",2,female,30.0
S,0,749,"Marvin, Mr. Daniel Warner",1,male,19.0
Q,0,750,"Connaghton, Mr. Michael",3,male,31.0
S,1,751,"Wells, Miss. Joan",2,female,4.0
S,1,752,"Moor, Master. Meier",3,male,6.0
S,0,753,"Vande Velde, Mr. Johannes Joseph",3,male,33.0
S,0,754,"Jonkoff, Mr. Lalio",3,male,23.0
S,1,755,"Herman, Mrs. Samuel (Jane Laver)",2,female,48.0
S,1,756,"Hamalainen, Master. Viljo",2,male,0.67
S,0,757,"Carlsson, Mr. August Sigfrid",3,male,28.0
S,0,758,"Bailey, Mr. Percy Andrew",2,male,18.0
S,0,759,"Theobald, Mr. Thomas Leonard",3,male,34.0
S,1,760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",1,female,33.0
S,0,761,"Garfirth, Mr. John",3,male,33.2
S,0,762,"Nirva, Mr. Iisakki Antino Aijo",3,male,41.0
C,1,763,"Barah, Mr. Hanna Assi",3,male,20.0
S,1,764,"Carter, Mrs. William Ernest (Lucile Polk)",1,female,36.0
S,0,765,"Eklund, Mr. Hans Linus",3,male,16.0
S,1,766,"Hogeboom, Mrs. John C (Anna Andrews)",1,female,51.0
C,0,767,"Brewe, Dr. Arthur Jackson",1,male,33.2
Q,0,768,"Mangan, Miss. Mary",3,female,30.5
Q,0,769,"Moran, Mr. Daniel J",3,male,33.2
S,0,770,"Gronnestad, Mr. Daniel Danielsen",3,male,32.0
S,0,771,"Lievens, Mr. Rene Aime",3,male,24.0
S,0,772,"Jensen, Mr. Niels Peder",3,male,48.0
S,0,773,"Mack, Mrs. (Mary)",2,female,57.0
C,0,774,"Elias, Mr. Dibo",3,male,33.2
S,1,775,"Hocking, Mrs. Elizabeth (Eliza Needs)",2,female,54.0
S,0,776,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",3,male,18.0
Q,0,777,"Tobin, Mr. Roger",3,male,33.2
S,1,778,"Emanuel, Miss. Virginia Ethel",3,female,5.0
Q,0,779,"Kilgannon, Mr. Thomas J",3,male,33.2
S,1,780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",1,female,43.0
C,1,781,"Ayoub, Miss. Banoura",3,female,13.0
S,1,782,"Dick, Mrs. Albert Adrian (Vera Gillespie)",1,female,17.0
S,0,783,"Long, Mr. Milton Clyde",1,male,29.0
S,0,784,"Johnston, Mr. Andrew G",3,male,33.2
S,0,785,"Ali, Mr. William",3,male,25.0
S,0,786,"Harmer, Mr. Abraham (David Lishin)",3,male,25.0
S,1,787,"Sjoblom, Miss. Anna Sofia",3,female,18.0
Q,0,788,"Rice, Master. George Hugh",3,male,8.0
S,1,789,"Dean, Master. Bertram Vere",3,male,1.0
C,0,790,"Guggenheim, Mr. Benjamin",1,male,46.0
Q,0,791,"Keane, Mr. Andrew ""Andy""",3,male,33.2
S,0,792,"Gaskell, Mr. Alfred",2,male,16.0
S,0,793,"Sage, Miss. Stella Anna",3,female,33.2
C,0,794,"Hoyt, Mr. William Fisher",1,male,33.2
S,0,795,"Dantcheff, Mr. Ristiu",3,male,25.0
S,0,796,"Otter, Mr. Richard",2,male,39.0
S,1,797,"Leader, Dr. Alice (Farnham)",1,female,49.0
S,1,798,"Osman, Mrs. Mara",3,female,31.0
C,0,799,"Ibrahim Shawah, Mr. Yousseff",3,male,30.0
S,0,800,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",3,female,30.0
S,0,801,"Ponesell, Mr. Martin",2,male,34.0
S,1,802,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",2,female,31.0
S,1,803,"Carter, Master. William Thornton II",1,male,11.0
C,1,804,"Thomas, Master. Assad Alexander",3,male,0.42
S,1,805,"Hedman, Mr. Oskar Arvid",3,male,27.0
S,0,806,"Johansson, Mr. Karl Johan",3,male,31.0
S,0,807,"Andrews, Mr. Thomas Jr",1,male,39.0
S,0,808,"Pettersson, Miss. Ellen Natalia",3,female,18.0
S,0,809,"Meyer, Mr. August",2,male,39.0
S,1,810,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",1,female,33.0
S,0,811,"Alexander, Mr. William",3,male,26.0
S,0,812,"Lester, Mr. James",3,male,39.0
S,0,813,"Slemen, Mr. Richard James",2,male,35.0
S,0,814,"Andersson, Miss. Ebba Iris Alfrida",3,female,6.0
S,0,815,"Tomlin, Mr. Ernest Portage",3,male,30.5
S,0,816,"Fry, Mr. Richard",1,male,33.2
S,0,817,"Heininen, Miss. Wendla Maria",3,female,23.0
C,0,818,"Mallet, Mr. Albert",2,male,31.0
S,0,819,"Holm, Mr. John Fredrik Alexander",3,male,43.0
S,0,820,"Skoog, Master. Karl Thorsten",3,male,10.0
S,1,821,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",1,female,52.0
S,1,822,"Lulic, Mr. Nikola",3,male,27.0
S,0,823,"Reuchlin, Jonkheer. John George",1,male,38.0
S,1,824,"Moor, Mrs. (Beila)",3,female,27.0
S,0,825,"Panula, Master. Urho Abraham",3,male,2.0
Q,0,826,"Flynn, Mr. John",3,male,33.2
S,0,827,"Lam, Mr. Len",3,male,33.2
C,1,828,"Mallet, Master. Andre",2,male,1.0
Q,1,829,"McCormack, Mr. Thomas Joseph",3,male,33.2
U,1,830,"Stone, Mrs. George Nelson (Martha Evelyn)",1,female,62.0
C,1,831,"Yasbeck, Mrs. Antoni (Selini Alexander)",3,female,15.0
S,1,832,"Richards, Master. George Sibley",2,male,0.83
C,0,833,"Saad, Mr. Amin",3,male,33.2
S,0,834,"Augustsson, Mr. Albert",3,male,23.0
S,0,835,"Allum, Mr. Owen George",3,male,18.0
C,1,836,"Compton, Miss. Sara Rebecca",1,female,39.0
S,0,837,"Pasic, Mr. Jakob",3,male,21.0
S,0,838,"Sirota, Mr. Maurice",3,male,33.2
S,1,839,"Chip, Mr. Chang",3,male,32.0
C,1,840,"Marechal, Mr. Pierre",1,male,33.2
S,0,841,"Alhomaki, Mr. Ilmari Rudolf",3,male,20.0
S,0,842,"Mudd, Mr. Thomas Charles",2,male,16.0
C,1,843,"Serepeca, Miss. Augusta",1,female,30.0
C,0,844,"Lemberopolous, Mr. Peter L",3,male,34.5
S,0,845,"Culumovic, Mr. Jeso",3,male,17.0
S,0,846,"Abbing, Mr. Anthony",3,male,42.0
S,0,847,"Sage, Mr. Douglas Bullen",3,male,33.2
C,0,848,"Markoff, Mr. Marin",3,male,35.0
S,0,849,"Harper, Rev. John",2,male,28.0
